"metadata_ESTCID,""Freq"",""TotalLength"""
"T107443,""2"",""197286"""
"T055406,""14"",""66283"""
"T055305,""4"",""116579"""
"T134845,""2"",""42369"""
"T147880,""4"",""77358"""
"T145026,""2"",""345190"""
"T036370,""2"",""122606"""
"T149642,""6"",""413831"""
"T084960,""2"",""42810"""
"T138313,""2"",""72909"""
"T077728,""4"",""191340"""
"T151984,""2"",""86564"""
"T143101,""2"",""263634"""
"T102863,""2"",""107225"""
"T160974,""6"",""185569"""
"T145365,""2"",""170925"""
"T116169,""2"",""24226"""
"T167533,""2"",""103080"""
"N018778,""4"",""86496"""
"T146414,""2"",""52301"""
"T117864,""2"",""40609"""
"T048420,""2"",""22441"""
"T144467,""2"",""17868"""
"T127952,""4"",""22513"""
"T129415,""2"",""70669"""
"T139606,""4"",""122084"""
"T117670,""2"",""1836"""
"N008498,""8"",""168507"""
"T064484,""2"",""167949"""
"T146111,""6"",""66241"""
"T078989,""2"",""113955"""
"T082471,""6"",""178992"""
"N026275,""6"",""70033"""
"T134718,""6"",""43434"""
"T050857,""8"",""22001"""
"T081014,""2"",""102837"""
"T137522,""6"",""124129"""
"T134461,""2"",""262795"""
"T112175,""12"",""29874"""
"T085661,""10"",""91174"""
"T116228,""4"",""42099"""
"T137522,""12"",""191684"""
"T135596,""20"",""133680"""
"T082472,""6"",""120245"""
"N002779,""2"",""93485"""
"T027645,""6"",""91174"""
"N008498,""4"",""168876"""
"T139600,""2"",""120919"""
"T060653,""2"",""169374"""
"N008498,""4"",""254493"""
"T140777,""4"",""225180"""
"T108852,""2"",""66652"""
"T087618,""2"",""16476"""
"T140776,""20"",""278764"""
"T149699,""2"",""283962"""
"T121703,""6"",""167883"""
"T106229,""2"",""117553"""
"T117354,""4"",""273302"""
"T131930,""2"",""72937"""
"N017674,""12"",""114741"""
"T146093,""4"",""121678"""
"T140039,""2"",""169177"""
"T082475,""4"",""133452"""
"T090280,""2"",""65638"""
"T111487,""2"",""203599"""
"T127673,""2"",""42686"""
"T144217,""2"",""169734"""
"T133607,""6"",""168965"""
"T105289,""2"",""70959"""
"T121677,""4"",""94001"""
"T130666,""8"",""48095"""
"T128056,""4"",""270243"""
"N008498,""2"",""168307"""
"T143974,""2"",""66957"""
"T145446,""2"",""168032"""
"T016530,""4"",""76101"""
"T160984,""4"",""133025"""
"T106229,""4"",""103062"""
"T149171,""2"",""128049"""
"T146101,""4"",""73346"""
"T116228,""2"",""42084"""
"T088398,""6"",""350065"""
"T127952,""2"",""19437"""
"T076313,""2"",""68989"""
"T126046,""30"",""168563"""
"T125494,""2"",""683572"""
"T055301,""2"",""262527"""
"T144217,""4"",""262285"""
"T178997,""2"",""197781"""
"T187076,""4"",""167922"""
"T087890,""2"",""178996"""
"N008500,""8"",""171866"""
"T075211,""4"",""149811"""
"N020068,""4"",""92717"""
"T018834,""6"",""21928"""
"T145504,""12"",""697379"""
"T119672,""4"",""59528"""
"T114544,""2"",""168713"""
"T089920,""4"",""89835"""
"T151984,""2"",""87349"""
"T080193,""6"",""118428"""
"T194858,""2"",""168062"""
"T151984,""4"",""88730"""
"T086174,""4"",""18057"""
"T137515,""634"",""1065738"""
"T090185,""2"",""1081521"""
"T144217,""4"",""197173"""
"T017527,""2"",""91135"""
"T092161,""2"",""276971"""
"T087547,""2"",""22064"""
"T116228,""4"",""42054"""
"T105953,""2"",""66071"""
"W029400,""2"",""16331"""
"T148786,""6"",""169793"""
"T201443,""2"",""687955"""
"T082476,""6"",""172108"""
"T082469,""8"",""168326"""
"T110848,""8"",""34599"""
"N011154,""2"",""122489"""
"T136504,""2"",""266279"""
"T107371,""6"",""66307"""
"T167535,""2"",""264961"""
"T136508,""2"",""64035"""
"T186390,""2"",""85785"""
"T167558,""2"",""118534"""
"T087041,""102"",""699947"""
"T167543,""12"",""123042"""
"T145159,""2"",""263414"""
"T144217,""2"",""262301"""
"T055322,""8"",""167939"""
"T100773,""6"",""138773"""
"T135555,""6"",""1076348"""
"T082473,""2"",""122423"""
"T117715,""2"",""85960"""
"T190261,""2"",""85682"""
"N017841,""10"",""117493"""
"T191035,""10"",""129375"""
"N017441,""2"",""71191"""
"N018014,""4"",""42865"""
"T130860,""2"",""65849"""
"T066351,""2"",""16600"""
"T095826,""2"",""42262"""
"T142236,""2"",""86849"""
"N014080,""2"",""66218"""
"T082476,""2"",""122465"""
"N008383,""2"",""70965"""
"T117421,""2"",""55019"""
"T068685,""4"",""270892"""
"T087893,""2"",""70386"""
"N033537,""2"",""375583"""
"N008549,""2"",""42049"""
"T154466,""8"",""262340"""
"T135596,""6"",""116639"""
"T096148,""2"",""172995"""
"T090280,""2"",""22081"""
"T160967,""6"",""178694"""
"T036306,""4"",""5763"""
"T108852,""4"",""66834"""
"T087895,""2"",""72999"""
"T147250,""4"",""87637"""
"T027752,""2"",""11669"""
"T118843,""2"",""117851"""
"T060884,""2"",""42376"""
"N030262,""2"",""67620"""
"T063426,""2"",""90623"""
"T113945,""4"",""118022"""
"N008849,""12"",""67648"""
"T080892,""2"",""67026"""
"N017449,""2"",""115144"""
"T116228,""2"",""42084"""
"T113974,""4"",""478584"""
"T078058,""2"",""65692"""
"T089920,""6"",""88360"""
"N017553,""2"",""70965"""
"T138156,""6"",""263747"""
"N013187,""2"",""10632"""
"T064483,""4"",""116685"""
"T082476,""4"",""125259"""
"T138966,""4"",""264948"""
"T055321,""6"",""167875"""
"T094803,""2"",""116951"""
"T079964,""4"",""27821"""
"T140777,""2"",""262297"""
"T137650,""2"",""7695"""
"T055320,""2"",""127626"""
"T122586,""2"",""201130"""
"T084211,""2"",""92890"""
"T121692,""2"",""43392"""
"T090053,""2"",""190598"""
"N001037,""2"",""93518"""
"T082468,""6"",""90249"""
"T058108,""2"",""66929"""
"T066350,""2"",""16688"""
"T080193,""2"",""119189"""
"T090310,""12"",""120785"""
"T130929,""6"",""117386"""
"T110211,""4"",""65772"""
"T146062,""4"",""67663"""
"T106800,""10"",""65813"""
"T055320,""6"",""116848"""
"N017888,""2"",""51336"""
"T066146,""2"",""179434"""
"T116228,""2"",""42054"""
"T068989,""4"",""517726"""
"T139049,""4"",""53792"""
"T055320,""6"",""167861"""
"T025331,""4"",""119346"""
"T082614,""2"",""90229"""
"T055302,""12"",""116619"""
"T138258,""2"",""29152"""
"T136181,""2"",""168039"""
"T021816,""2"",""98381"""
"T106563,""4"",""91513"""
"T107371,""4"",""65803"""
"T083140,""4"",""264097"""
"N029949,""2"",""279409"""
"T099860,""6"",""170266"""
"T088108,""8"",""289782"""
"T063355,""4"",""66295"""
"T014875,""2"",""118439"""
"N008549,""2"",""42033"""
"T088712,""100"",""684600"""
"N014917,""4"",""116671"""
"T140578,""2"",""86477"""
"T119834,""2"",""21949"""
"N007964,""2"",""141231"""
"N005023,""2"",""264220"""
"T116228,""4"",""43078"""
"T114544,""6"",""175180"""
"T098719,""8"",""65926"""
"N015001,""2"",""68484"""
"T082475,""2"",""125259"""
"T090053,""14"",""169229"""
"T146015,""2"",""54667"""
"T089825,""8"",""116685"""
"T069081,""8"",""67030"""
"T107370,""4"",""86005"""
"T053587,""2"",""120586"""
"T138162,""2"",""102598"""
"T131580,""4"",""21547"""
"N014920,""6"",""116694"""
"T080193,""6"",""97219"""
"T145249,""2"",""106362"""
"T144222,""10"",""184313"""
"T110893,""2"",""91725"""
"T177798,""2"",""183457"""
"T082468,""4"",""119664"""
"T167533,""2"",""119634"""
"T116228,""4"",""42084"""
"T079078,""4"",""932804"""
"T127957,""6"",""22379"""
"T048432,""2"",""73147"""
"T036372,""2"",""5822"""
"T088591,""2"",""25569"""
"T135477,""2"",""41964"""
"T139609,""4"",""125032"""
"T110655,""6"",""120791"""
"N018606,""2"",""43100"""
"T043026,""2"",""87181"""
"T148511,""2"",""75198"""
"T140787,""4"",""262335"""
"T145503,""8"",""492336"""
"T021625,""4"",""11726"""
"T146094,""6"",""96157"""
"T134045,""6"",""136732"""
"T091241,""2"",""172540"""
"T082468,""4"",""108713"""
"T057976,""4"",""30305"""
"T082469,""2"",""117243"""
"T165690,""2"",""126619"""
"N017553,""4"",""72008"""
"W020324,""2"",""66282"""
"T146089,""4"",""72916"""
"N008404,""10"",""698594"""
"T131979,""2"",""105295"""
"T135878,""2"",""117244"""
"T093451,""2"",""116971"""
"T067771,""2"",""29567"""
"T145258,""2"",""1090791"""
"N068934,""2"",""118418"""
"T114039,""10"",""53389"""
"T137514,""24"",""671362"""
"T029450,""2"",""17123"""
"T144229,""6"",""180897"""
"T082471,""4"",""122592"""
"N000008,""2"",""87510"""
"T067129,""2"",""11936"""
"T079424,""4"",""66969"""
"N008549,""4"",""43815"""
"T079442,""2"",""42270"""
"N015400,""2"",""4450"""
"T183475,""2"",""4106"""
"T106757,""4"",""23323"""
"T021625,""4"",""11765"""
"T177671,""8"",""262300"""
"T138972,""2"",""102510"""
"T128569,""2"",""67818"""
"T011413,""2"",""262563"""
"T003194,""10"",""45609"""
"T033760,""8"",""66174"""
"W031873,""2"",""263840"""
"T143096,""4"",""1048943"""
"T195053,""2"",""344259"""
"T147996,""2"",""128093"""
"W031873,""4"",""671364"""
"P002165,""4"",""14527"""
"T143096,""2"",""1048955"""
"T088308,""2"",""82211"""
"N002578,""2"",""16779"""
"T101912,""2"",""66357"""
"T097138,""2"",""88106"""
"T021288,""26"",""21537"""
"T128145,""2"",""65600"""
"T184734,""8"",""45003"""
"W013398,""2"",""119526"""
"W031873,""6"",""671698"""
"T064472,""2"",""17265"""
"N005568,""2"",""2303"""
"T147243,""6"",""1065089"""
"T072225,""2"",""44012"""
"T216452,""12"",""76616"""
"T054217,""2"",""22529"""
"T225467,""14"",""66382"""
"N031140,""4"",""116999"""
"T105852,""4"",""90841"""
"T101338,""2"",""17762"""
"T054224,""2"",""17386"""
"N032167,""4"",""16738"""
"T131038,""2"",""67118"""
"N000041,""4"",""42087"""
"T216379,""12"",""134376"""
"T164087,""18"",""10533"""
"N017998,""4"",""19832"""
"T059488,""2"",""96236"""
"T060435,""2"",""30221"""
"T165696,""2"",""29529"""
"T143096,""10"",""1048955"""
"T128978,""2"",""1056010"""
"T072853,""2"",""7468"""
"T030193,""78"",""124727"""
"T187353,""2"",""7647"""
"T141273,""2"",""4106"""
"T172448,""4"",""4569"""
"T030067,""54"",""197654"""
"N031130,""4"",""66825"""
"T053898,""4"",""96622"""
"T216162,""4"",""29709"""
"T143096,""2"",""1048955"""
"T012053,""12"",""71624"""
"T143096,""2"",""1056196"""
"T212955,""2"",""275479"""
"W031873,""2"",""342525"""
"T057377,""10"",""119267"""
"T005433,""2"",""80391"""
"T028849,""30"",""71253"""
"T128708,""6"",""53749"""
"T028765,""2"",""16901"""
"T135707,""4"",""1398890"""
"T088440,""2"",""41979"""
"T029982,""10"",""16575"""
"T030242,""2"",""29466"""
"T028400,""2"",""1347"""
"T052807,""2"",""70449"""
"T214047,""8"",""262722"""
"T222861,""14"",""4628"""
"T055634,""8"",""133701"""
"T074572,""20"",""66182"""
"T028867,""4"",""168540"""
"T128574,""2"",""4219"""
"T005480,""2"",""48658"""
"T072222,""8"",""95402"""
"T187317,""2"",""10924"""
"T089334,""2"",""19782"""
"P003026,""2"",""65639"""
"T009360,""22"",""46671"""
"T054231,""8"",""47808"""
"N019375,""2"",""237650"""
"T161811,""12"",""82538"""
"T127129,""2"",""66723"""
"T186674,""6"",""29579"""
"T059501,""2"",""86244"""
"T072473,""8"",""66993"""
"T154384,""4"",""59953"""
"T178604,""2"",""30160"""
"T101201,""2"",""1051616"""
"T215986,""2"",""29830"""
"T071514,""12"",""64216"""
"N027132,""2"",""16675"""
"N009345,""2"",""3323"""
"T191684,""2"",""3215"""
"T216160,""12"",""186318"""
"T010235,""32"",""49583"""
"T052773,""4"",""68440"""
"T187301,""4"",""4585"""
"T010844,""2"",""46856"""
"T160586,""18"",""172045"""
"T030194,""10"",""91288"""
"T057386,""2"",""4396"""
"T195034,""10"",""291744"""
"T090575,""2"",""43096"""
"W030260,""6"",""7500"""
"T061396,""8"",""124348"""
"T028866,""40"",""171961"""
"T076193,""4"",""42555"""
"T096884,""2"",""17026"""
"P003101,""2"",""213260"""
"T012415,""18"",""71809"""
"T021581,""8"",""82737"""
"T135742,""2"",""71146"""
"T009568,""16"",""89263"""
"T128581,""2"",""282615"""
"T128145,""2"",""116572"""
"T068623,""14"",""66508"""
"T199854,""2"",""4112"""
"T030056,""16"",""86392"""
"T021604,""2"",""66580"""
"T005516,""2"",""49972"""
"T052743,""4"",""118091"""
"T030095,""2"",""5746"""
"N014336,""2"",""2159"""
"T127908,""16"",""87380"""
"T003195,""2"",""21550"""
"T065060,""2"",""10814"""
"T011069,""2"",""121087"""
"T053579,""2"",""470918"""
"T028724,""14"",""47935"""
"T013092,""12"",""16884"""
"T013086,""2"",""127931"""
"T030066,""34"",""174715"""
"T184808,""14"",""17057"""
"T132703,""2"",""67575"""
"T030087,""20"",""47767"""
"T119789,""4"",""66075"""
"T216446,""16"",""91722"""
"N031140,""2"",""66640"""
"T059400,""2"",""13240"""
"T060461,""36"",""87324"""
"T076333,""4"",""133909"""
"T194855,""4"",""118001"""
"T098509,""8"",""17491"""
"N014601,""14"",""68640"""
"T028718,""10"",""103305"""
"T137893,""6"",""136247"""
"T009590,""20"",""116930"""
"T076906,""30"",""184900"""
"T216119,""18"",""197266"""
"P003165,""2"",""91863"""
"T074571,""22"",""96814"""
"T032446,""14"",""118237"""
"T028790,""2"",""21838"""
"T187522,""4"",""10681"""
"T060454,""70"",""263696"""
"T028717,""10"",""72129"""
"P006382,""2"",""343764"""
"T011926,""4"",""70520"""
"T131663,""2"",""69328"""
"W031873,""2"",""342476"""
"T088440,""2"",""65592"""
"T071905,""28"",""49999"""
"N003881,""4"",""17137"""
"N014604,""22"",""279951"""
"N011473,""4"",""2897"""
"T021579,""10"",""67767"""
"T081233,""4"",""210817"""
"T014509,""4"",""22408"""
"N017269,""18"",""42988"""
"T057817,""18"",""118370"""
"T048755,""4"",""21808"""
"T115120,""2"",""316765"""
"T216475,""6"",""88101"""
"T187389,""4"",""16843"""
"T146095,""2"",""96167"""
"T106800,""8"",""85984"""
"T146458,""2"",""69712"""
"T145838,""2"",""24623"""
"T079258,""4"",""179004"""
"T082472,""8"",""178804"""
"T065433,""4"",""585562"""
"T036336,""2"",""118267"""
"T036369,""2"",""118599"""
"T085262,""18"",""1072537"""
"T150440,""6"",""116588"""
"T160139,""2"",""122438"""
"T136764,""2"",""42283"""
"N016188,""2"",""67318"""
"T078357,""2"",""237933"""
"T082466,""2"",""170809"""
"T132034,""2"",""140939"""
"T055318,""4"",""116592"""
"T085661,""6"",""107351"""
"T137514,""12"",""1493677"""
"T116228,""2"",""42035"""
"T145518,""2"",""262922"""
"T088338,""2"",""89778"""
"T206977,""4"",""1357"""
"T087041,""98"",""680328"""
"T088108,""4"",""466186"""
"T065412,""2"",""36090"""
"T071148,""2"",""64572"""
"T082473,""6"",""119907"""
"T138792,""4"",""170160"""
"T151984,""6"",""91850"""
"T144146,""2"",""176149"""
"T146106,""2"",""67430"""
"T089314,""2"",""47867"""
"T036370,""4"",""171891"""
"T013191,""2"",""43504"""
"T148526,""2"",""118925"""
"T097715,""2"",""274695"""
"T140778,""4"",""127778"""
"T116228,""2"",""42035"""
"T036370,""2"",""121353"""
"T136504,""2"",""23050"""
"T080193,""6"",""118404"""
"T055301,""4"",""342616"""
"T145258,""12"",""717733"""
"T116228,""4"",""42291"""
"T036369,""2"",""121358"""
"T114649,""82"",""342940"""
"T045201,""2"",""125200"""
"T135596,""24"",""116611"""
"T137514,""26"",""1097745"""
"T055302,""4"",""116626"""
"T100081,""4"",""283746"""
"T113945,""4"",""129071"""
"T150734,""2"",""354241"""
"T172571,""2"",""92506"""
"T022179,""4"",""4234"""
"T187122,""4"",""123653"""
"T139262,""20"",""1048616"""
"N017660,""2"",""66616"""
"N033627,""4"",""69261"""
"T134057,""8"",""136658"""
"N007447,""4"",""168307"""
"T143530,""2"",""66320"""
"T146025,""4"",""85791"""
"T036369,""6"",""119432"""
"T088108,""4"",""466236"""
"T111198,""10"",""53885"""
"T144217,""2"",""262305"""
"T082468,""6"",""96541"""
"T149791,""6"",""118574"""
"T082472,""4"",""125266"""
"T146091,""2"",""72911"""
"T006305,""2"",""31184"""
"T053935,""4"",""343007"""
"T145637,""2"",""38257"""
"T110890,""2"",""87692"""
"T081189,""2"",""21592"""
"T085252,""6"",""42035"""
"T144147,""2"",""174977"""
"T110863,""6"",""67149"""
"T056392,""2"",""97128"""
"T127173,""2"",""123547"""
"T113917,""4"",""42508"""
"T078359,""2"",""267314"""
"T092281,""2"",""67664"""
"T055302,""8"",""116619"""
"N008547,""2"",""117043"""
"T057739,""4"",""68816"""
"T100031,""2"",""677228"""
"T085661,""6"",""85938"""
"T149791,""14"",""117181"""
"T121703,""2"",""167883"""
"T055307,""68"",""116582"""
"T149791,""4"",""118091"""
"T070505,""2"",""65723"""
"T146088,""2"",""70959"""
"T060243,""2"",""67335"""
"T063423,""2"",""65669"""
"T146110,""6"",""66041"""
"T147867,""6"",""262380"""
"T098776,""4"",""42090"""
"T055305,""6"",""97178"""
"T078981,""2"",""92344"""
"T139262,""8"",""1048795"""
"N017553,""4"",""72897"""
"T229797,""10"",""123840"""
"N008499,""6"",""168317"""
"T077912,""2"",""87407"""
"T214059,""8"",""343170"""
"T116228,""4"",""29219"""
"N026289,""2"",""88482"""
"T110455,""16"",""683775"""
"T122632,""2"",""119385"""
"T139683,""2"",""134857"""
"T075304,""4"",""85988"""
"T031665,""2"",""17399"""
"T099505,""2"",""287214"""
"N026698,""6"",""86256"""
"T098147,""12"",""21682"""
"T146477,""2"",""96827"""
"T145187,""4"",""300007"""
"N008545,""2"",""348846"""
"T116228,""4"",""42089"""
"T082476,""4"",""122623"""
"N008498,""4"",""168876"""
"T148778,""2"",""123995"""
"T144147,""4"",""175126"""
"T119123,""4"",""66424"""
"T082468,""2"",""93301"""
"T036378,""2"",""121314"""
"T065422,""2"",""22272"""
"T075303,""4"",""86109"""
"T097099,""2"",""172516"""
"T105895,""2"",""22953"""
"T079972,""2"",""37827"""
"T145522,""2"",""85946"""
"T138573,""10"",""85775"""
"T154453,""4"",""117219"""
"T056130,""14"",""175945"""
"T113957,""2"",""262902"""
"N011154,""2"",""122739"""
"T129842,""2"",""133437"""
"T074613,""16"",""16547"""
"T136783,""2"",""21766"""
"T036387,""2"",""72885"""
"T114188,""2"",""127104"""
"T144223,""10"",""269585"""
"T119128,""2"",""46095"""
"T146109,""6"",""68241"""
"N008549,""4"",""42033"""
"T088108,""2"",""344365"""
"T070852,""2"",""93816"""
"T107370,""6"",""65800"""
"T134462,""2"",""262795"""
"T089730,""4"",""169511"""
"T142967,""2"",""184994"""
"T116228,""2"",""42035"""
"T146089,""2"",""70965"""
"T073034,""2"",""89689"""
"N010149,""2"",""66756"""
"T130327,""4"",""8054"""
"T138966,""14"",""264147"""
"T059905,""2"",""88742"""
"T082484,""4"",""117613"""
"T140787,""2"",""167929"""
"T136110,""2"",""375542"""
"T080490,""4"",""107590"""
"T139585,""2"",""119745"""
"T138428,""2"",""167999"""
"T090792,""2"",""117104"""
"T149944,""2"",""87076"""
"T055305,""8"",""116579"""
"T138156,""2"",""116671"""
"T126086,""2"",""66210"""
"N008500,""2"",""125247"""
"N015693,""2"",""714355"""
"N006776,""2"",""167968"""
"T178997,""16"",""118555"""
"T116228,""4"",""42054"""
"T181463,""4"",""66138"""
"T140295,""2"",""69790"""
"T116228,""4"",""42084"""
"T079971,""2"",""42019"""
"T139602,""10"",""122510"""
"T082476,""4"",""121363"""
"T133607,""6"",""263337"""
"T107371,""10"",""76267"""
"T081924,""2"",""16468"""
"T117241,""2"",""169628"""
"T134381,""4"",""48385"""
"T160971,""2"",""188923"""
"T040782,""4"",""71062"""
"T135745,""8"",""358946"""
"T177160,""8"",""92407"""
"T106800,""8"",""65755"""
"T110978,""4"",""66552"""
"T135566,""4"",""30548"""
"T138313,""2"",""119420"""
"T021614,""2"",""66196"""
"T061369,""6"",""168865"""
"T030054,""2"",""134136"""
"T184837,""2"",""29951"""
"T037452,""104"",""263774"""
"N027075,""10"",""67652"""
"T141593,""2"",""41979"""
"T187381,""2"",""6094"""
"T114447,""4"",""10676"""
"T176040,""2"",""65746"""
"T072226,""4"",""43109"""
"T060456,""10"",""169557"""
"T061374,""20"",""173540"""
"T162260,""10"",""21269"""
"T047380,""66"",""190232"""
"N025489,""2"",""123799"""
"T085692,""2"",""756996"""
"T230901,""2"",""47401"""
"N027088,""2"",""1967"""
"T105092,""4"",""21689"""
"T000663,""2"",""16561"""
"T216174,""6"",""29737"""
"N031607,""2"",""5932"""
"T081782,""6"",""29574"""
"T021618,""4"",""16563"""
"T069660,""14"",""45345"""
"T055000,""4"",""65925"""
"T138974,""2"",""95480"""
"T060457,""18"",""86977"""
"T028753,""6"",""7301"""
"T145983,""4"",""28157"""
"T231675,""4"",""46077"""
"T010387,""60"",""133819"""
"T090697,""2"",""24213"""
"T027561,""4"",""16808"""
"T007964,""8"",""7804"""
"T161810,""14"",""45267"""
"T139468,""2"",""78447"""
"N031137,""6"",""76191"""
"T164125,""10"",""18373"""
"T059485,""2"",""353068"""
"N031140,""2"",""66279"""
"T084530,""2"",""3640"""
"N000164,""2"",""4122"""
"N035223,""10"",""30221"""
"T060432,""2"",""5509"""
"T216365,""2"",""16803"""
"T162173,""2"",""31544"""
"T060455,""18"",""122380"""
"T010033,""2"",""65564"""
"N027084,""30"",""66417"""
"N008435,""2"",""42101"""
"T116245,""2"",""66236"""
"T032678,""2"",""1347"""
"T089227,""2"",""86490"""
"T069652,""2"",""5693"""
"T100490,""2"",""70932"""
"T010253,""48"",""117910"""
"T186862,""2"",""5027"""
"N031139,""4"",""117588"""
"T069656,""8"",""46506"""
"T162694,""2"",""10672"""
"N027153,""2"",""5490"""
"T010852,""12"",""121862"""
"N007227,""2"",""131237"""
"T142017,""2"",""31222"""
"N027127,""8"",""29671"""
"T216102,""44"",""71480"""
"T163850,""4"",""7720"""
"T059492,""2"",""96175"""
"T005423,""2"",""44910"""
"T065274,""2"",""66284"""
"T221973,""2"",""47119"""
"T010783,""4"",""35076"""
"T012203,""2"",""24379"""
"T187679,""4"",""7610"""
"T030059,""12"",""102828"""
"N047628,""2"",""1353"""
"T076103,""2"",""21866"""
"N019871,""4"",""117322"""
"N018073,""4"",""19752"""
"T153065,""8"",""83131"""
"T047333,""10"",""29512"""
"T147160,""2"",""47503"""
"N029128,""2"",""44095"""
"T190239,""2"",""22626"""
"N027185,""8"",""69442"""
"T216232,""28"",""92034"""
"T090043,""2"",""86509"""
"T097201,""2"",""4320"""
"T030182,""18"",""86007"""
"T052742,""2"",""118112"""
"T119642,""2"",""17600"""
"T118238,""2"",""42303"""
"T030148,""6"",""139230"""
"T122859,""2"",""4134"""
"T037451,""68"",""263816"""
"T187601,""8"",""42352"""
"T010850,""10"",""47461"""
"T074943,""6"",""5365"""
"T213796,""6"",""67207"""
"T071512,""6"",""70478"""
"T030183,""12"",""65856"""
"T216445,""34"",""83086"""
"N027748,""6"",""33718"""
"N005567,""20"",""63727"""
"N020574,""2"",""4112"""
"T059478,""2"",""76113"""
"T187369,""2"",""16759"""
"T216226,""32"",""89256"""
"T031862,""4"",""8762"""
"T216096,""6"",""11554"""
"N032701,""4"",""10495"""
"T117528,""2"",""117725"""
"T045793,""2"",""19114"""
"T069650,""4"",""29723"""
"T186777,""2"",""4436"""
"T009361,""10"",""30847"""
"T101390,""2"",""4106"""
"T060434,""2"",""5788"""
"T098425,""22"",""82558"""
"T030152,""12"",""63781"""
"N029189,""2"",""47974"""
"T095316,""2"",""42812"""
"T187386,""12"",""10794"""
"N027194,""2"",""4771"""
"T047014,""24"",""77187"""
"T005443,""4"",""82401"""
"N021991,""2"",""21518"""
"T132302,""2"",""18082"""
"N001409,""2"",""85938"""
"T188666,""12"",""68387"""
"N048035,""4"",""1836"""
"T045769,""16"",""95480"""
"T061375,""40"",""172806"""
"T216158,""18"",""172042"""
"T010258,""46"",""91469"""
"T216454,""2"",""42382"""
"T144991,""2"",""82151"""
"T231822,""30"",""58929"""
"T190373,""2"",""4613"""
"T001870,""2"",""43244"""
"N043720,""6"",""16580"""
"T225955,""22"",""90632"""
"T216417,""8"",""44548"""
"W003688,""2"",""1840"""
"T153744,""2"",""19248"""
"N003376,""38"",""86149"""
"T216416,""20"",""88848"""
"T029901,""56"",""133155"""
"T094349,""2"",""11803"""
"T029980,""2"",""97092"""
"T080846,""4"",""43372"""
"T116228,""4"",""42035"""
"T137514,""12"",""1093450"""
"T137515,""818"",""1048744"""
"T108272,""4"",""358100"""
"T186390,""2"",""82107"""
"N010660,""2"",""34107"""
"T088108,""12"",""466186"""
"T139401,""6"",""183356"""
"N002632,""6"",""120370"""
"T101742,""2"",""358860"""
"T127952,""6"",""22591"""
"T084843,""2"",""93571"""
"T120693,""2"",""124578"""
"T016530,""2"",""65616"""
"T138965,""2"",""175206"""
"T116228,""4"",""42079"""
"T069010,""2"",""270896"""
"T082473,""10"",""122635"""
"T122632,""2"",""120712"""
"T135479,""6"",""47016"""
"T070197,""2"",""42139"""
"T082475,""4"",""119712"""
"T138380,""4"",""69213"""
"T127952,""2"",""17951"""
"T061869,""2"",""16672"""
"T145958,""12"",""675992"""
"T114555,""2"",""267832"""
"T063423,""2"",""65669"""
"T135545,""84"",""1099670"""
"T146090,""2"",""71072"""
"T138966,""6"",""263664"""
"T138169,""2"",""65729"""
"T174314,""4"",""478850"""
"T085661,""2"",""85845"""
"T087914,""2"",""263244"""
"W020469,""2"",""85926"""
"T087009,""2"",""66726"""
"T160980,""2"",""173244"""
"N001556,""2"",""117473"""
"N033548,""2"",""96855"""
"T036373,""6"",""117939"""
"T073961,""2"",""138448"""
"T135564,""2"",""30575"""
"T167548,""6"",""66065"""
"T082475,""2"",""122626"""
"T063186,""4"",""43372"""
"T135596,""4"",""116913"""
"T055318,""6"",""116867"""
"T145504,""6"",""673474"""
"T110438,""2"",""123305"""
"T106229,""4"",""117588"""
"T130589,""2"",""283765"""
"T048069,""4"",""13198"""
"T082483,""4"",""168916"""
"T068987,""6"",""393885"""
"T037701,""4"",""67138"""
"T103821,""18"",""681698"""
"N008549,""2"",""42033"""
"T139561,""4"",""188628"""
"T106800,""2"",""65739"""
"T144224,""8"",""262348"""
"T145644,""2"",""189354"""
"T135576,""16"",""499825"""
"N007141,""2"",""10845"""
"T059031,""2"",""67041"""
"T078364,""4"",""268567"""
"T114214,""4"",""67640"""
"T087914,""2"",""184267"""
"T083130,""2"",""42731"""
"T167533,""4"",""117293"""
"T096174,""2"",""288862"""
"N008500,""4"",""122604"""
"N004071,""2"",""85844"""
"T126073,""10"",""263098"""
"T136600,""2"",""29829"""
"T160983,""10"",""138374"""
"T138965,""8"",""167895"""
"T055321,""8"",""167872"""
"T127102,""54"",""168257"""
"T139241,""2"",""23962"""
"T088305,""2"",""87713"""
"T189158,""2"",""170940"""
"T068555,""2"",""127170"""
"T167543,""2"",""146459"""
"T199289,""2"",""41879"""
"T178997,""6"",""117190"""
"T078099,""10"",""29959"""
"T167536,""6"",""467137"""
"T146112,""4"",""86137"""
"T145040,""2"",""65872"""
"N034451,""2"",""16595"""
"N031583,""6"",""679642"""
"T136142,""2"",""42118"""
"T139263,""2"",""1059288"""
"T146458,""2"",""85678"""
"T082468,""4"",""89818"""
"T146101,""8"",""65866"""
"N005082,""2"",""690725"""
"N016985,""4"",""4638"""
"T113957,""2"",""280346"""
"T149591,""4"",""126557"""
"T055302,""8"",""117643"""
"T098998,""2"",""43871"""
"T139246,""2"",""175337"""
"T187076,""2"",""117104"""
"N008549,""2"",""42062"""
"T055304,""14"",""97227"""
