"metadata_ESTCID,""Freq"",""TotalLength"""
"T139263,""10"",""1060312"""
"N008499,""6"",""117024"""
"T116228,""2"",""42054"""
"T106800,""10"",""65733"""
"N008383,""4"",""71965"""
"T117065,""4"",""127279"""
"T075202,""2"",""48853"""
"T138967,""6"",""168580"""
"T078990,""2"",""74201"""
"T140778,""4"",""168608"""
"T194466,""2"",""17720"""
"T090606,""2"",""76144"""
"N016226,""2"",""69457"""
"T138102,""24"",""270134"""
"T138966,""2"",""169292"""
"N066234,""2"",""90433"""
"T116228,""2"",""42035"""
"T167533,""2"",""127563"""
"T078983,""4"",""92344"""
"T146093,""4"",""92937"""
"T144768,""2"",""118142"""
"T087882,""10"",""29207"""
"T063188,""2"",""30993"""
"T146108,""4"",""89847"""
"T188743,""2"",""87355"""
"T117650,""2"",""66527"""
"T133812,""2"",""44581"""
"T144830,""2"",""23342"""
"T140784,""4"",""466144"""
"T062671,""2"",""1062364"""
"T145503,""8"",""694915"""
"T143880,""8"",""69245"""
"T116228,""4"",""42054"""
"T140161,""2"",""169278"""
"T096937,""2"",""67338"""
"T111487,""18"",""198056"""
"T105164,""6"",""117723"""
"W031209,""8"",""268481"""
"T137627,""2"",""75024"""
"N007469,""4"",""182427"""
"T133813,""2"",""45798"""
"N008545,""4"",""262879"""
"T027645,""4"",""85841"""
"T078985,""2"",""115888"""
"T059910,""2"",""123595"""
"T148503,""2"",""127085"""
"T146105,""4"",""66065"""
"T116228,""4"",""29382"""
"T100099,""2"",""110058"""
"T073938,""2"",""118785"""
"T030767,""2"",""4343"""
"T135556,""2"",""22847"""
"T140777,""6"",""262954"""
"T160963,""18"",""132236"""
"T187076,""6"",""117247"""
"N008404,""14"",""489357"""
"T146999,""2"",""67977"""
"T082469,""8"",""117243"""
"T114217,""2"",""118235"""
"T116228,""4"",""42035"""
"T086157,""2"",""44780"""
"T140592,""4"",""176318"""
"T085928,""4"",""168907"""
"T133655,""2"",""168899"""
"T135743,""4"",""183330"""
"T124249,""28"",""1067843"""
"T163679,""2"",""344990"""
"T059481,""2"",""96224"""
"N025645,""6"",""91577"""
"T199384,""2"",""118415"""
"T069651,""18"",""43906"""
"T182911,""10"",""17059"""
"T072468,""10"",""86992"""
"T063208,""2"",""30925"""
"N029877,""2"",""8418"""
"N018525,""2"",""65816"""
"T009573,""40"",""128657"""
"T184784,""2"",""16879"""
"T119862,""2"",""43843"""
"T187622,""8"",""16644"""
"T069337,""30"",""86244"""
"T230983,""4"",""68956"""
"T216103,""22"",""70084"""
"T072224,""8"",""69735"""
"T106491,""2"",""87405"""
"T073305,""2"",""4607"""
"T154404,""2"",""42965"""
"T069655,""40"",""42382"""
"N006889,""2"",""17155"""
"T029898,""16"",""73544"""
"T030057,""2"",""86776"""
"T216231,""18"",""91993"""
"T216111,""4"",""31993"""
"T221212,""6"",""21409"""
"T216229,""34"",""74574"""
"T108208,""2"",""42189"""
"T009574,""16"",""93175"""
"T216093,""58"",""133468"""
"T080864,""2"",""89174"""
"T010781,""22"",""93846"""
"T013050,""32"",""120711"""
"T175142,""2"",""6185"""
"T145983,""2"",""28721"""
"N030791,""2"",""47318"""
"T069659,""20"",""71616"""
"T071903,""2"",""18291"""
"T054232,""2"",""17308"""
"N031296,""2"",""42468"""
"T150150,""2"",""47453"""
"T216415,""6"",""67372"""
"T142337,""2"",""46119"""
"T005451,""2"",""26483"""
"T071515,""30"",""74140"""
"T125678,""2"",""5560"""
"T069654,""8"",""33869"""
"T069336,""34"",""67803"""
"T083068,""4"",""64621"""
"T021814,""2"",""78819"""
"N019015,""2"",""66041"""
"T030184,""2"",""73347"""
"N027019,""4"",""67184"""
"N018072,""2"",""26482"""
"N041843,""6"",""44767"""
"T042637,""2"",""22974"""
"N031139,""2"",""87474"""
"P003026,""2"",""67459"""
"T187407,""2"",""8032"""
"T161809,""14"",""45701"""
"T037454,""84"",""264206"""
"N021974,""2"",""7845"""
"T187298,""4"",""8112"""
"N014672,""14"",""46398"""
"T009348,""2"",""29566"""
"T019897,""2"",""11211"""
"N019449,""4"",""333824"""
"T216097,""24"",""70400"""
"T137594,""2"",""42303"""
"T056719,""20"",""68910"""
"T010259,""16"",""46963"""
"T187276,""8"",""66388"""
"T141311,""2"",""4489"""
"T067998,""2"",""22913"""
"T227243,""4"",""7690"""
"T072469,""16"",""124926"""
"T054219,""2"",""17052"""
"T216166,""2"",""2768"""
"N021055,""2"",""59916"""
"T117778,""2"",""478658"""
"T009368,""30"",""52837"""
"T042655,""2"",""8341"""
"T230980,""2"",""17162"""
"T216344,""16"",""46840"""
"T194656,""2"",""10098"""
"T072221,""16"",""24454"""
"T029972,""8"",""47502"""
"N025645,""2"",""70249"""
"T045790,""36"",""168499"""
"N019020,""2"",""86672"""
"T013018,""2"",""66408"""
"T138147,""2"",""46089"""
"N008708,""2"",""17469"""
"T216216,""20"",""179266"""
"T216205,""20"",""46448"""
"T045771,""2"",""102477"""
"N025950,""2"",""47518"""
"T223195,""4"",""11245"""
"T009365,""30"",""87192"""
"T060442,""22"",""73989"""
"T059479,""2"",""347811"""
"T225342,""4"",""69231"""
"T009587,""6"",""46571"""
"T216412,""46"",""44172"""
"T038804,""2"",""11651"""
"T144782,""2"",""11930"""
"T136704,""2"",""31516"""
"T021584,""4"",""65939"""
"T216164,""6"",""26341"""
"T193565,""2"",""66016"""
"T216063,""16"",""29226"""
"T030026,""46"",""121798"""
"T053904,""30"",""44295"""
"T126912,""2"",""8468"""
"T027813,""2"",""5377"""
"T054221,""2"",""22103"""
"T069653,""14"",""68378"""
"T009363,""20"",""44904"""
"N014603,""30"",""89236"""
"T074954,""8"",""19480"""
"T089843,""2"",""119426"""
"W031873,""4"",""671447"""
"T005553,""2"",""36239"""
"T187303,""2"",""5658"""
"T070929,""6"",""43583"""
"T068622,""10"",""66410"""
"T145358,""2"",""674384"""
"T227089,""2"",""10875"""
"P002783,""2"",""120276"""
"T002639,""6"",""86250"""
"T028853,""4"",""10709"""
"T089174,""2"",""17321"""
"T028730,""12"",""69178"""
"T030080,""4"",""70307"""
"N014877,""4"",""30839"""
"T063207,""2"",""30845"""
"T077155,""2"",""29469"""
"T100019,""4"",""70371"""
"T010263,""2"",""5369"""
"T129719,""20"",""73738"""
"T128371,""4"",""87635"""
"T005548,""2"",""42733"""
"T028866,""2"",""173068"""
"T013037,""22"",""90782"""
"T143096,""2"",""1048955"""
"T134585,""2"",""672609"""
"T134245,""2"",""41494"""
"T030084,""2"",""88701"""
"T082107,""16"",""175578"""
"T077175,""2"",""66926"""
"T160586,""4"",""159333"""
"T145358,""2"",""1050902"""
"T030266,""10"",""67511"""
"T013076,""10"",""65796"""
"T028720,""12"",""69430"""
"T008580,""16"",""68590"""
"T057816,""28"",""170782"""
"T077174,""4"",""117021"""
"T128143,""10"",""170544"""
"T212959,""2"",""269731"""
"T030140,""22"",""68158"""
"T074596,""2"",""73357"""
"T213312,""4"",""286548"""
"T030181,""2"",""47874"""
"T132115,""22"",""18190"""
"T143097,""2"",""1048936"""
"T131969,""2"",""67549"""
"T128775,""2"",""66671"""
"T132940,""2"",""349201"""
"T143096,""2"",""1048943"""
"T088308,""4"",""359779"""
"T011925,""16"",""107863"""
"T076332,""26"",""171300"""
"T030051,""8"",""94244"""
"T055633,""30"",""172874"""
"T012413,""22"",""133374"""
"T052807,""2"",""42837"""
"T052756,""2"",""86333"""
"T129338,""4"",""169379"""
"T071906,""6"",""22614"""
"T121843,""2"",""1347"""
"N014602,""8"",""10715"""
"T064499,""16"",""173112"""
"T005438,""2"",""52524"""
"T196790,""2"",""1387"""
"T009139,""8"",""43642"""
"T030061,""6"",""67958"""
"T133135,""2"",""271337"""
"T078187,""6"",""21590"""
"T009570,""8"",""70238"""
"T059527,""4"",""29835"""
"T064500,""12"",""173098"""
"T009143,""24"",""185020"""
"T057551,""26"",""168410"""
"T012720,""16"",""90601"""
"T063187,""4"",""30739"""
"T009141,""8"",""87325"""
"T071909,""50"",""172293"""
"T119940,""2"",""16787"""
"T057389,""2"",""2685"""
"T212983,""4"",""120872"""
"T011924,""4"",""88232"""
"T030122,""40"",""134079"""
"T026223,""10"",""42711"""
"T120710,""2"",""6398"""
"T021576,""4"",""11168"""
"T028848,""12"",""77146"""
"T030196,""10"",""88605"""
"T070931,""6"",""44219"""
"T030083,""2"",""1353"""
"T029991,""6"",""70449"""
"T029990,""10"",""70876"""
"T029974,""14"",""76838"""
"T133137,""2"",""274541"""
"T126676,""20"",""67192"""
"T036827,""10"",""512"""
"T128978,""2"",""466768"""
"T121489,""4"",""168531"""
"P001858,""2"",""65604"""
"T009567,""2"",""102999"""
"T057553,""20"",""49849"""
"T047382,""26"",""262754"""
"T129303,""6"",""4140"""
"T039459,""2"",""42247"""
"T001340,""2"",""85865"""
"T074573,""6"",""19079"""
"T057376,""6"",""184788"""
"T013000,""18"",""67199"""
"T057549,""18"",""120468"""
"T085543,""2"",""16802"""
"T076907,""18"",""174108"""
"T212973,""2"",""262726"""
"T029007,""22"",""102906"""
"T187410,""4"",""3213"""
"T147243,""12"",""757011"""
"T005508,""2"",""67148"""
"T030028,""2"",""134356"""
"T057550,""6"",""49737"""
"T142407,""2"",""615442"""
"T089137,""4"",""68174"""
"T010284,""24"",""124807"""
"T009140,""8"",""31686"""
"T128142,""20"",""66154"""
"T033010,""2"",""30142"""
"T010283,""4"",""44189"""
"T076891,""14"",""91886"""
"T076331,""50"",""173454"""
"T032147,""2"",""68517"""
"T213349,""4"",""272430"""
"W031873,""2"",""342668"""
"T137423,""4"",""86157"""
"T009144,""20"",""103347"""
"T145358,""2"",""671622"""
"T011075,""16"",""121136"""
"T000657,""14"",""65945"""
"P002165,""8"",""71282"""
"T213338,""2"",""275556"""
"T043128,""2"",""29546"""
"T021582,""18"",""21874"""
"T009562,""16"",""70539"""
"T123219,""8"",""10668"""
"T021572,""4"",""68277"""
"T030188,""8"",""67702"""
"T064480,""2"",""21851"""
"T145358,""2"",""671590"""
"T009559,""2"",""72868"""
"T127882,""4"",""4758"""
"T028746,""10"",""119389"""
"T000656,""12"",""85843"""
"T131830,""2"",""273613"""
"T029992,""4"",""30058"""
"T145358,""6"",""671672"""
"T059860,""8"",""16831"""
"T088235,""6"",""17042"""
"T013088,""16"",""69868"""
"T065040,""8"",""16793"""
"T029006,""22"",""175713"""
"T002517,""2"",""21739"""
"T053895,""12"",""67037"""
"T029976,""2"",""90938"""
"T064501,""10"",""127475"""
"T028843,""6"",""10844"""
"T067122,""2"",""4103"""
"T150847,""2"",""2130"""
"T077346,""4"",""86142"""
"T057388,""2"",""738"""
"T039803,""18"",""88461"""
"T115853,""2"",""10501"""
"T011074,""20"",""133897"""
"T133142,""2"",""353861"""
"T028704,""2"",""86555"""
"T136838,""2"",""131158"""
"P003165,""4"",""121023"""
"T052745,""6"",""358920"""
"T012998,""10"",""107963"""
"T077177,""14"",""103815"""
"T084722,""2"",""13777"""
"T098190,""10"",""42690"""
"W042705,""2"",""2754"""
"T026222,""4"",""66211"""
"T129959,""2"",""4160"""
"T022806,""2"",""5525"""
"T110540,""6"",""29211"""
"T030077,""30"",""170722"""
"T007947,""2"",""102913"""
"T060395,""6"",""66304"""
"T012999,""2"",""74126"""
"T011412,""2"",""5675"""
"T029941,""20"",""18972"""
"T028837,""4"",""16724"""
"T064473,""2"",""29516"""
"T131664,""2"",""69641"""
"T213289,""4"",""286572"""
"T212966,""4"",""266688"""
"T114201,""4"",""4116"""
"T028821,""2"",""29802"""
"T127932,""2"",""284090"""
"T030055,""8"",""133842"""
"T081233,""10"",""264177"""
"T071908,""16"",""121375"""
"T122490,""2"",""4106"""
"T074555,""6"",""66777"""
"T122246,""2"",""4275"""
"T088027,""20"",""42446"""
"T010285,""20"",""122389"""
"T057552,""22"",""176725"""
"T005551,""2"",""39203"""
"T010516,""2"",""46265"""
"T163935,""4"",""5738"""
"T123458,""2"",""121941"""
"T211630,""2"",""1377"""
"T137067,""2"",""29214"""
"T105391,""2"",""16507"""
"T130937,""2"",""482046"""
"T128009,""4"",""51835"""
"T133819,""2"",""50386"""
"T017180,""2"",""43892"""
"T149943,""2"",""346626"""
"T133307,""2"",""267711"""
"T108782,""2"",""87379"""
"T130111,""2"",""17840"""
"T057754,""2"",""145971"""
"N011319,""4"",""116619"""
"N011319,""2"",""116619"""
"T055241,""2"",""72036"""
"N006778,""4"",""70767"""
"T048206,""2"",""1860"""
"T112654,""2"",""673339"""
"T094754,""2"",""21503"""
"T057767,""2"",""210009"""
"T058793,""2"",""137652"""
"N009414,""2"",""66418"""
"T032740,""2"",""42291"""
"T052768,""2"",""66494"""
"T137589,""2"",""42035"""
"T063516,""6"",""11446"""
"T134299,""2"",""47342"""
"T005815,""2"",""14984"""
"T163580,""2"",""73830"""
"T167933,""4"",""86308"""
"T133478,""2"",""171147"""
"T108672,""2"",""1114637"""
"T078593,""2"",""46885"""
"N011319,""4"",""116983"""
"T077304,""2"",""71142"""
"T112654,""4"",""732248"""
"T140618,""2"",""280432"""
"T147636,""4"",""89709"""
"N026622,""2"",""8381"""
"N011319,""6"",""116699"""
"T107613,""2"",""93540"""
"N026562,""2"",""49308"""
"T052806,""4"",""87926"""
"T128853,""2"",""69477"""
"T147895,""2"",""533263"""
"T002816,""2"",""22744"""
"N013949,""2"",""16589"""
"T146306,""2"",""16575"""
"T063195,""2"",""32497"""
"T092171,""4"",""56876"""
"T002372,""6"",""7607"""
"T089887,""2"",""66302"""
"T000745,""2"",""17833"""
"T127361,""4"",""137175"""
"T180631,""2"",""24251"""
"T193410,""4"",""1836"""
"T088342,""2"",""65884"""
"T089214,""2"",""286036"""
"T104668,""2"",""26949"""
"T064733,""2"",""43515"""
"T118747,""2"",""30866"""
"T054004,""2"",""169848"""
"T127334,""4"",""116588"""
"T123458,""2"",""131173"""
"T076319,""2"",""71805"""
"T116655,""2"",""1369844"""
"T033400,""2"",""16345"""
"T005453,""2"",""31444"""
"T052806,""4"",""85841"""
"T082916,""2"",""127883"""
"T127130,""2"",""66659"""
"T178181,""2"",""11688"""
"T133828,""2"",""65639"""
"T052588,""2"",""88758"""
"T130222,""2"",""32287"""
"T107791,""2"",""66890"""
"N026487,""2"",""16504"""
"T118159,""2"",""32141"""
"T134463,""2"",""265011"""
"T108361,""2"",""43024"""
"N001225,""2"",""47318"""
"T074520,""2"",""133123"""
"T118001,""6"",""43194"""
"T028876,""16"",""41975"""
"T030157,""4"",""2709"""
"T187634,""14"",""65826"""
"T080887,""2"",""85761"""
"T058639,""2"",""96389"""
"T200619,""8"",""7291"""
"T133355,""2"",""678788"""
"T103373,""2"",""21479"""
"T190777,""2"",""30039"""
"T052750,""4"",""66016"""
"T153926,""8"",""520690"""
"T098588,""2"",""67735"""
"T042585,""4"",""24204"""
"T002301,""2"",""29287"""
"T142338,""2"",""46119"""
"T144041,""6"",""46131"""
"T101667,""6"",""5365"""
"T083955,""2"",""43956"""
"T135015,""2"",""10987"""
"T133942,""6"",""58322"""
"T093490,""2"",""68709"""
"T145543,""2"",""118612"""
"T118222,""2"",""43886"""
"T002912,""2"",""102947"""
"T185264,""24"",""31350"""
"N009881,""2"",""42043"""
"T090627,""2"",""18131"""
"T080862,""4"",""43388"""
"T071312,""2"",""29387"""
"P002772,""2"",""169226"""
"T135527,""2"",""136359"""
"N014225,""2"",""43163"""
"T005439,""2"",""80479"""
"T182390,""2"",""3152"""
"T039425,""14"",""44111"""
"T184633,""2"",""2628"""
"T099796,""2"",""42525"""
"T125418,""2"",""131173"""
"T078575,""2"",""67042"""
"T063967,""2"",""17801"""
"T095404,""6"",""285612"""
"T141030,""2"",""85742"""
"T087892,""2"",""70579"""
"T034058,""2"",""43595"""
"T172631,""2"",""16714"""
"T146797,""2"",""9318"""
"T138902,""2"",""30262"""
"T005448,""2"",""91701"""
"T186871,""2"",""6835"""
"T189989,""2"",""1948"""
"T001943,""2"",""88492"""
"T066824,""2"",""17145"""
"T083115,""10"",""30058"""
"T031399,""6"",""30515"""
"T066901,""2"",""29851"""
"N016453,""2"",""7373"""
"T142205,""2"",""66598"""
"T076111,""4"",""4106"""
"T126283,""2"",""54524"""
"T086992,""6"",""707991"""
"T123196,""4"",""48833"""
"T005435,""10"",""58906"""
"T116696,""2"",""499047"""
"T108500,""2"",""671635"""
"T112654,""2"",""671746"""
"N011319,""2"",""116649"""
"T102875,""8"",""17998"""
"T093738,""8"",""29167"""
"T130111,""2"",""31894"""
"N013730,""2"",""122196"""
"T096069,""2"",""448347"""
"N010395,""2"",""133783"""
"N002319,""4"",""103337"""
"T108672,""2"",""1059907"""
"N011307,""2"",""29274"""
"N011319,""4"",""116649"""
"N011319,""4"",""116619"""
"N011319,""2"",""168852"""
"T115469,""4"",""23290"""
"T077294,""4"",""18229"""
"T123425,""2"",""2637"""
"T069334,""2"",""168531"""
"T056691,""2"",""62527"""
"T032741,""2"",""29219"""
"T134552,""2"",""145971"""
"T095693,""4"",""68219"""
"N011319,""4"",""116649"""
"T185935,""2"",""1347"""
"T122113,""4"",""68896"""
"N003555,""6"",""95839"""
"T151093,""2"",""680324"""
"T144687,""4"",""478749"""
"T112667,""2"",""124462"""
"T056694,""2"",""49718"""
"T057766,""2"",""139097"""
"T153568,""2"",""65755"""
"N000493,""2"",""22570"""
"T070601,""2"",""280087"""
"T069333,""2"",""262248"""
"T112668,""2"",""67092"""
"T057758,""2"",""145971"""
"T106465,""4"",""466535"""
"T080826,""2"",""35752"""
"T097779,""2"",""279360"""
"N010423,""2"",""59448"""
"T019436,""2"",""47681"""
"N012206,""2"",""351307"""
"T057768,""2"",""169476"""
"T208125,""2"",""17889"""
"N011319,""2"",""116649"""
"T061593,""2"",""10594"""
"T137149,""2"",""138928"""
"T134768,""2"",""1924"""
"N011319,""2"",""117033"""
"T092936,""2"",""177976"""
"N011319,""4"",""167913"""
"T144440,""2"",""121623"""
"T100100,""4"",""133832"""
"N020390,""2"",""92731"""
"T140227,""2"",""360737"""
"T113839,""2"",""702547"""
"N011319,""2"",""116699"""
"W020622,""2"",""9181"""
"N011319,""10"",""168907"""
"N003218,""2"",""702547"""
"T056695,""2"",""47673"""
"T087661,""2"",""20711"""
"T208125,""2"",""24166"""
"T031852,""2"",""43802"""
"T059618,""2"",""4534"""
"N011319,""2"",""116649"""
"T145167,""2"",""96812"""
"N013447,""2"",""49102"""
"T043664,""4"",""66581"""
"T069333,""2"",""173680"""
"T144514,""2"",""11216"""
"T149939,""2"",""347994"""
"T137458,""2"",""1049570"""
"N011319,""4"",""116619"""
"T106171,""2"",""63131"""
"T213428,""2"",""2641"""
"N011319,""2"",""116619"""
"T052985,""2"",""8493"""
"T222826,""2"",""702625"""
"N011319,""2"",""116812"""
"T137463,""4"",""1052102"""
"N010364,""4"",""1048859"""
"T077291,""2"",""123711"""
"T146482,""2"",""96345"""
"T069341,""2"",""142351"""
"N011319,""2"",""168026"""
"T148947,""2"",""673247"""
"T125478,""4"",""87125"""
"T127502,""2"",""17846"""
"N010450,""2"",""22105"""
"N013668,""2"",""4548"""
"T174869,""4"",""27438"""
"T118192,""2"",""29040"""
"N011319,""4"",""168937"""
"T057766,""2"",""145830"""
"T054218,""2"",""22529"""
"T154383,""2"",""42836"""
"T068561,""2"",""44978"""
"T162144,""4"",""708015"""
"T123209,""4"",""87262"""
"T146588,""6"",""42721"""
"T115374,""4"",""13645"""
"T115663,""2"",""32643"""
"T084566,""2"",""17519"""
"T136594,""2"",""117362"""
"T002369,""8"",""16916"""
"T089840,""2"",""123811"""
"T141030,""2"",""86031"""
"T128392,""2"",""89818"""
"T118751,""2"",""122659"""
"T146185,""2"",""30567"""
"T134648,""2"",""16793"""
"T094002,""2"",""12103"""
"T053908,""26"",""266822"""
"T099135,""2"",""20999"""
"T005509,""2"",""46488"""
"T048932,""2"",""95315"""
"T011768,""2"",""43867"""
"T053958,""2"",""19181"""
"N010312,""2"",""41990"""
"T106128,""2"",""29165"""
"N017023,""2"",""66641"""
"T110242,""2"",""88177"""
"T124844,""6"",""130020"""
"N011440,""2"",""42678"""
"T131103,""2"",""43121"""
"T129708,""2"",""76004"""
"T137442,""2"",""42116"""
"T005562,""6"",""69815"""
"T107101,""2"",""43466"""
"T005441,""6"",""85673"""
"N003033,""2"",""41997"""
"T083069,""4"",""38498"""
"T005433,""2"",""86290"""
"N027169,""2"",""29654"""
"T095726,""2"",""89147"""
"T119668,""2"",""6371"""
"T185362,""10"",""17491"""
"T121943,""2"",""6185"""
"T194232,""2"",""66986"""
"T065177,""2"",""42015"""
"T136952,""2"",""29945"""
"T005440,""2"",""91546"""
"T086598,""2"",""15655"""
"T141030,""2"",""67608"""
"T131089,""2"",""43145"""
"T137307,""2"",""5264"""
"T132732,""2"",""10058"""
"N009071,""2"",""10616"""
"T064653,""2"",""19114"""
"T002373,""4"",""11017"""
"T144879,""2"",""24111"""
"T000446,""2"",""2899"""
"T080705,""2"",""70530"""
"T093372,""2"",""352962"""
"T101658,""14"",""70941"""
"T184265,""12"",""24380"""
"T165696,""2"",""43831"""
"T123886,""4"",""86240"""
"T191128,""2"",""42957"""
"T002679,""4"",""122123"""
"T005449,""2"",""80479"""
"T076265,""8"",""85878"""
"T187250,""2"",""21691"""
"T073223,""2"",""42388"""
"T065241,""2"",""35254"""
"T052771,""2"",""48379"""
"T108008,""2"",""44451"""
"T133911,""4"",""94595"""
"T195155,""6"",""44116"""
"T063515,""2"",""17389"""
"T021599,""2"",""65832"""
"T135102,""2"",""16492"""
"T034941,""8"",""27595"""
"T119272,""2"",""72583"""
"T187532,""8"",""7728"""
"T128698,""2"",""86299"""
"T092823,""4"",""43649"""
"T144848,""2"",""116755"""
"T077514,""2"",""120047"""
"T121187,""8"",""118604"""
"T194387,""2"",""117116"""
"T080896,""2"",""30830"""
"T139806,""2"",""31071"""
"T163686,""2"",""42537"""
"T042127,""8"",""69740"""
"T055381,""4"",""91003"""
"T128488,""2"",""18969"""
"T096902,""2"",""89591"""
"T136208,""2"",""66272"""
"T031409,""2"",""21735"""
"T105637,""2"",""39019"""
"T133824,""2"",""88492"""
"T082325,""2"",""20206"""
"T095313,""6"",""66303"""
"T163076,""12"",""29610"""
"T152606,""4"",""77981"""
"N027173,""2"",""1836"""
"T030163,""2"",""11145"""
"T216059,""8"",""70383"""
"T163835,""2"",""13126"""
"N007089,""4"",""4106"""
"T095333,""2"",""42710"""
"T010256,""8"",""17368"""
"T010389,""2"",""21830"""
"T113312,""2"",""22837"""
"T219031,""10"",""90324"""
"T138202,""2"",""386942"""
"T005445,""4"",""58495"""
"T226803,""42"",""284407"""
"T185154,""2"",""29406"""
"T216413,""2"",""67092"""
"N019482,""2"",""41985"""
"N006789,""8"",""1050159"""
"T227984,""2"",""43867"""
"T150836,""6"",""29815"""
"T184247,""8"",""42321"""
"T072471,""18"",""72243"""
"T072227,""26"",""69380"""
"T225965,""56"",""70164"""
"T187039,""2"",""474043"""
"T216092,""22"",""70913"""
"T225464,""16"",""69150"""
"T098426,""8"",""66378"""
"T070706,""2"",""16643"""
"T087412,""4"",""174205"""
"T030091,""42"",""67313"""
"N016183,""2"",""70150"""
"T176492,""8"",""42120"""
"T030189,""22"",""88897"""
"T029897,""18"",""46714"""
"P006432,""2"",""263258"""
"T090699,""2"",""33068"""
"T095314,""4"",""42812"""
"N031134,""2"",""71716"""
"T216194,""10"",""127569"""
"T113412,""2"",""75198"""
"T175102,""2"",""66271"""
"T060436,""6"",""17115"""
"T133266,""2"",""118397"""
"T030270,""4"",""12018"""
"T105091,""20"",""102415"""
"T216233,""32"",""87562"""
"T125628,""2"",""117775"""
"T089335,""2"",""26482"""
"T030027,""28"",""91821"""
"T072223,""10"",""46704"""
"T061352,""38"",""124516"""
"T028855,""2"",""7301"""
"T009369,""42"",""91306"""
"T184835,""34"",""46498"""
"T060440,""12"",""29895"""
"T009366,""2"",""43587"""
"T060441,""10"",""87005"""
"T021586,""4"",""11045"""
"T109414,""2"",""66401"""
"T217331,""10"",""16528"""
"T196902,""12"",""29385"""
"T028856,""10"",""31155"""
"T010388,""18"",""86325"""
"T189422,""2"",""118414"""
"T059870,""4"",""43412"""
"N016879,""2"",""49656"""
"T189422,""2"",""118071"""
"T196951,""4"",""10598"""
"T075369,""4"",""25688"""
"T216196,""12"",""82571"""
"T065267,""2"",""43442"""
"T021583,""8"",""69579"""
"T014791,""2"",""8646"""
"T150851,""12"",""180524"""
"T216204,""12"",""33582"""
"T010254,""12"",""70998"""
"N008708,""10"",""21991"""
"N005887,""6"",""86269"""
"T216095,""20"",""73797"""
"T162174,""2"",""30427"""
"T072472,""8"",""69480"""
"T037453,""30"",""117323"""
"T216064,""2"",""46315"""
"T044805,""2"",""21543"""
"T060460,""10"",""66879"""
"T045767,""8"",""68767"""
"T200445,""2"",""3286"""
"T093242,""2"",""33130"""
"T216172,""6"",""44204"""
"T089018,""2"",""67363"""
"T216208,""18"",""30492"""
"T001747,""2"",""25688"""
"N027242,""2"",""22140"""
"T030187,""30"",""67918"""
"T053900,""12"",""44204"""
"T069658,""8"",""93525"""
"N047536,""2"",""10636"""
"T045768,""12"",""69401"""
"T047381,""42"",""191718"""
"T009364,""14"",""33469"""
"T216167,""30"",""124869"""
"N030289,""2"",""87047"""
"T000672,""2"",""16610"""
"N029225,""2"",""41987"""
"T071513,""4"",""72194"""
"T185136,""8"",""7728"""
"T054222,""2"",""10854"""
"T171368,""6"",""46379"""
"T033981,""28"",""88020"""
"T069661,""26"",""58852"""
"T049790,""12"",""47509"""
"T143435,""2"",""43902"""
"T187316,""8"",""8074"""
"T009367,""18"",""122389"""
"T103076,""2"",""66339"""
"N047917,""18"",""47632"""
"T061376,""16"",""168410"""
"T010386,""26"",""73969"""
"T085545,""2"",""33469"""
"T011414,""2"",""21870"""
"T225138,""2"",""46315"""
"T030093,""38"",""173051"""
"N027129,""8"",""187701"""
"T187561,""2"",""7763"""
"T011873,""8"",""53046"""
"T188234,""2"",""4112"""
"T162230,""6"",""7925"""
"T231945,""2"",""4146"""
"T120456,""4"",""68799"""
"T216117,""8"",""46315"""
"T010239,""4"",""21931"""
"T021628,""2"",""16773"""
"T002707,""2"",""6161"""
"N015536,""8"",""7422"""
"T082044,""4"",""20534"""
"T216355,""6"",""65920"""
"T163793,""6"",""43201"""
"T215986,""2"",""34018"""
"T045770,""6"",""25711"""
"T186846,""4"",""29536"""
"P002426,""4"",""116697"""
"N012721,""2"",""65755"""
"T053617,""2"",""43035"""
"N031139,""2"",""116552"""
"T150843,""2"",""11037"""
"T061353,""12"",""124203"""
"T038494,""2"",""42815"""
"N027007,""2"",""10844"""
"T009362,""34"",""96892"""
"P002006,""2"",""44346"""
"T189813,""2"",""29368"""
"N025028,""2"",""22925"""
"T072220,""2"",""32622"""
"T216411,""24"",""86143"""
"T199293,""2"",""43602"""
"T189983,""2"",""119180"""
"T060020,""6"",""77537"""
"T216099,""24"",""87255"""
"T035937,""24"",""119938"""
"T127413,""2"",""66640"""
"T054233,""8"",""16710"""
"T095174,""4"",""67622"""
"T032359,""2"",""11740"""
"T135337,""2"",""42531"""
"T185980,""2"",""66944"""
"T001947,""2"",""65584"""
"T088491,""2"",""3061"""
"T014919,""2"",""29183"""
"T084996,""2"",""174915"""
"T055289,""4"",""188312"""
"T005479,""4"",""62009"""
"T005436,""2"",""38318"""
"T089504,""2"",""7428"""
"T055373,""2"",""69449"""
"T093372,""2"",""263234"""
"T059352,""2"",""42388"""
"T127429,""6"",""393885"""
"T049241,""2"",""4220"""
"T001922,""6"",""92971"""
"T209492,""2"",""1860"""
"T114831,""2"",""19718"""
"T121950,""6"",""3374"""
"T127361,""6"",""128062"""
"T046909,""2"",""32447"""
"T120252,""2"",""96216"""
"T002377,""4"",""10501"""
"T135219,""4"",""67313"""
