volumes	parts	pages.original	count
1	NA	1 sheet ([1] p.).;For restricting access to the Court by members of Drakes fleet, because of the plague.	1
1	NA	5 leaves.	1
1	NA	5 leaves (versos blank)	1
1	NA	[4] sheets (versos blank)	1
1	NA	1 sheet ([1] p.).;Announcing the purpose and members of the commission, with its London address.	1
1	NA	7 leaves.	1
1	NA	3+ leaves.	1
1	NA	1 leaf ([1] p.)	1
1	NA	[2], 11 p., 1 leaf of plates	1
1	NA	303, 302-350, [24] p.	1
1	NA	[2], 21, [11] p.	1
1	NA	LIII leaves	1
1	NA	[16], 208, 207-290, 293-822, 233, [58] p., [55] leaves of plates	1
1	NA	[34], 384 [i.e. 376], [103] p.	1
1	NA	[6], 217 [i.e. 215] p.	1
1	NA	[8], 127, [21], 138, [2], 222, [2] p.	1
1	NA	[2], 9, [3] p.	1
1	NA	[12], 155-402, 395-799, [1] p., 800-828 leaves, 829-923, [47] p. : ill. (woodcuts), ports.	1
1	NA	[2], 2+ p.	1
1	NA	17 sheets	1
1	NA	[4], 51, 51-71, 62-74, [1] l.	1
1	NA	[22], 1042 p., 1043-1086 leaves, 1087-1237, [85] p., plate	1
1	NA	[7], 101, [1] leaves	1
1	NA	xxxiiii [i.e. lxviii], i [i.e. ii] p.	1
1	NA	xxviii [i.e. lvi] p.	1
1	NA	xxvii [i.e. liv] p.	1
1	NA	[2], 316, [2] p.	1
1	NA	[2], 5, [1], 9, [94] p.	1
1	NA	[2], 6, [64]+ p.	1
1	NA	[6] + p.	1
1	NA	[24] p., 100 leaves [i.e. 200], [4] p.	1
1	NA	[30] p., [1] leaf of plates	1
1	NA	[18], 159, [7] p.	1
1	NA	[16], 92 p.	1
1	NA	188, [3] p.	1
1	NA	[10], 812 [i.e. 816], [28] p.	1
1	NA	[32]+ p.	1
1	NA	1+ sheet ([1]+ p.)	1
1	NA	[20], 539, 538-1209, [1], 335, [17] p.	1
1	NA	[136], 12 p., [1] folded plate	1
1	NA	[45] p.	1
1	NA	45 [i.e. 91] p.	1
1	NA	[6], 96, 60, 76 p.	1
1	NA	[4], 32, [1] p.	1
1	NA	[28], 136, 152, 125 p.	1
1	NA	[44], 638 [i.e. 636] p.	1
1	NA	[28] leaves	1
1	NA	73, [1] leaves	1
1	NA	fol. xxxiii-xxxv	1
1	NA	[206]+ p. ;c8⁰.	1
1	NA	[108] p.	1
1	NA	[30], 459, [31] p.	1
1	NA	ca. 298 p.	1
1	NA	[38], 160, 169-383, [6], 386-387, 390-435, [4], 438-495, [5], 154, [4], 499-660, [29], 674-715, [1] p.	1
1	NA	[10], 60 p.	1
1	NA	[7], 66, [2] leaves	1
1	NA	[1], 15, 17-39, 42-57, fol. 62, 67-90, 92-129 [i.e. 234], [6] leaves	1
1	NA	[16], 297, p. 290, p. 287, p. 299, 303-822, 122, 111-120, 133-233, [59] p., [62] leaves of plates (most folded)	1
1	NA	[14], 294 p.	1
1	NA	[4], 354 [i.e. 370], [6], 371-398, [24], 296, 443-445, [9] p.	1
1	NA	[2, 9-18 p.	1
1	NA	[4], 248 p.	1
1	NA	[12], 244 p., [4] plates	1
1	NA	[3] leaves	1
1	NA	[16], 188 p.	1
1	NA	[10], 554, [4], 522 [i.e. 555]-811, [29] p.	1
1	NA	[1] + p.	1
1	NA	[4], 119, [1] p.	1
1	NA	[22], 52 [i.e. 46], [2] p.	1
1	NA	[36], 236, 239-586, [18] p.	1
1	NA	[1] sheet ([1] p.)	1
1	NA	28 leaves	1
1	NA	[2], 12 [i.e. 21], [1] p.	1
1	NA	[2], 21, [17] p.	1
1	NA	[2], 11, [2], 6 p.	1
1	NA	[2], 14 [i.e. 22] p.	1
1	NA	[4], 4, [3], 6-7, [3] p.	1
1	NA	Ff. [8], 1-209, 209-213, 213-219	1
1	NA	[4], 478, [2] p.	1
1	NA	[24], 504; 61, [3] p.	1
1	NA	31, 40-44 p.	1
1	NA	[3], 76, [1] p.	1
1	NA	[2], 2, 9-15, [1] p., plate	1
1	NA	[27] leaves	1
1	NA	[6], 39, [7], 40-47, [1], 56-65, 65-68, 77-78, 78-105, 107-183, [1] leaves	1
1	NA	[8], 149, [1] p., [1] leaf of plates	1
1	NA	[4], xxxij, [2], xxxiij-lxxxij, [2], lxxxiii-C.lxxviij, C.lxxxi-C.lxxxviij, [4], C.lxxxix-C.xciij, Cxcv-CClx [i.e. 250], [4], xxiiij, [2], xxv-lix, [2], lxi, [4], CC.lxiij, [13] leaves	1
1	NA	[6], 152 p., [15] plates (9 folded)	1
1	NA	4, [1] leaves (versos blank)	1
1	NA	[36], 200, [4] leaves	1
1	NA	12, [4], 63, 44-155, 172-196 p.	1
1	NA	[16], 664; 180 p.	1
1	NA	[2], 103, [1]; [44] p.	1
1	NA	[4], 232, [4] leaves	1
1	NA	[178] p.	1
1	NA	[18], 56, 51-74, 85-92 p.	1
1	NA	[524+] p.	1
1	NA	[2], 23, [5] p.	1
1	NA	[1], xiiii, xii, [1]; xiii, [1]; ix, xi, xv, [1] leaves	1
1	NA	[6], C.lxiii, [23] leaves	1
1	NA	[24], 194, 193-336 p.	1
1	NA	[14], 16 p.	1
1	NA	[2], 18 [i.e. 19], [1] p.	1
1	NA	[12], 130, 129-500 [i.e. 410], [18] p., folded plate	1
1	NA	[208] p.	1
1	NA	[8], 186, [4] p.	1
3	NA	3 v. (vol. 1: [10], 250; [4], 202, [2] p.; vol. 2: 61, [13], 183, [1]; 421, 424-430, 436-438, 431-433, 439-445, 450-464, [56] p.; vol. 3: [8], 1080, 1080-1327, [2], 1332-1371, 1371-1421, 1490-1491, 1536-1555, 1574-1592, [62] p.)	1
1	NA	[16], 822, 233, [61] p., 55, [2] folded plates	1
1	NA	[20] p., XX columns, XXI-CCCXCV, [4], CCCXCVIII-CCCCLXXXIII [i.e. 484], [16] p.	1
1	NA	[8], cclxxviii, [1] leaves	1
1	NA	[1], 58, [1] leaves	1
1	NA	[20] p., [7] plates	1
1	NA	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1], 225-253, [1], 254-266, [1] p.	1
1	NA	[12], 155-402, 395-799, [1] p., 800-828 leaves, 829-921, [49] p.	1
1	NA	[20], 1058 p., 1059-1096, 1096-1101 leaves, 1107-1258, [84] p.	1
1	NA	[16], 22, [2], 401, [15] p.	1
1	NA	[2], 29, [5] p.	1
1	NA	[28], 44 p.	1
1	NA	[2], 520, [30] leaves	1
1	NA	[16], 516, [12] p., [3] folded plates	1
1	NA	[8], 39, [1]; [4], 110, [2] p., folded plate	1
1	NA	[8], 40 p., folded plate	1
1	NA	[24], 133, [11] p.	1
1	NA	32, [2] p., [10] folded plates	1
1	NA	1 sheet ([1]) p.)	1
1	NA	[28], 637, [25] p.	1
1	NA	[32], 69, [11], 72 p., folded plate	1
1	NA	[8], C.lxxxviij leaves	1
1	NA	[200] p.	1
1	NA	[82] p.	1
1	NA	xli, [1] leaves	1
1	NA	[3], 21 p.	1
1	NA	[4], 199, [1] p., [6] plates (4 folded)	1
1	NA	LXVII [i.e. LXXII] leaves	1
1	NA	XXV [i.e. XXIX], [1] leaves	1
1	NA	[188+] leaves	1
1	NA	[416+] p.	1
1	NA	[342+] p.	1
2	NA	2v. ([10], CLXXIII (i.e. CLXXIIII); [8], CCXXXIIII leaves)	1
1	NA	[8], 454, 465-579, [3], 500, [44] p.	1
1	NA	[12], 24, 35-310, 72, 75-216, 213-286, 289-292, [4] p.	1
1	NA	[12], 253, [3] p.	1
1	NA	[12], 356, [28] p.	1
1	NA	[4], 135, [1] p.	1
1	NA	[10], 70 [i.e. 60] p.	1
1	NA	[12], 192, [8]; [2], 1369, [43] p.	1
1	NA	[296] p.	1
1	NA	[30], 20, [2], 25-33, 32-63, [1] p.	1
1	NA	[48], 20, [2], 25-34, [2], 35-63, [1] p.	1
1	NA	[40], 69, [11], 72 p., [1] folded leaf of plates	1
1	NA	325, [3] p.	1
1	NA	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. CC.l], [1], lix, [1], lxi, [1], CC.lxiij, [1] leaves	1
1	NA	[2], 22, 19-41, [1] p.	1
1	NA	[2], 70, [2], 14 p.	1
1	NA	[4], 54, [2] p.	1
1	NA	[8], 41, [3] p.	1
1	NA	[4], 27 [i.e. 41], [3] p.	1
1	NA	[2], 49, [1], 23, [1] p.	1
1	NA	[10], 821, [9] p.	1
1	NA	[10], 459, 500-786, 789-943, [13] p.	1
1	NA	XIIII [i.e. XVI] leaves	1
1	NA	[6], 103, [1]; [44] p.	1
1	NA	[8], 61, [1] p.	1
1	NA	[16], 214, [26] p.	1
1	NA	[4] p	1
1	NA	[12], 155-402, 395-799, [1] p., 800-829 leaves, 831-923, [47] p.	1
1	NA	[8], 83, [5] p., plate	1
1	NA	[12], 133, [3] p.	1
1	NA	[8], 45 [i.e. 95], [1] p.	1
1	NA	[4], xxxij, [2]; l, [2]; Cii, C.i-C.ii, [4]; Lxi, [5]; xxiiij; [1], xxxv, [2]; lxj, [5]; C.C.lxiij, [13] leaves	1
1	NA	[7], 37 p.	1
1	NA	[2], 178, [2] p.	1
1	NA	[1], 6, 5 leaves	1
1	NA	183, [9] p.	1
1	NA	[8], 24, 27-218 p.	1
1	NA	[6], 61, [1] p.	1
1	NA	[12], 172, [10] leaves	1
1	NA	[12], 337-416 p.	1
1	NA	[16], 399, [1] p.	1
1	NA	[16], 398, [2] p.	1
1	NA	[6], 208, [8] p., folded plate	1
1	NA	[8], 100, [4], 101-167, [9] p., folded plate	1
1	NA	[2], 7, [1]; 34 p.	1
1	NA	[8], 104, [4] p.	1
1	NA	[8], 81, [3] p.	1
1	NA	[8], 140, [4] p.	1
1	NA	[8], 238, [18] p.	1
1	NA	[8], 435 [i.e. 437], [1] p.	1
1	NA	[1], 53, [1] leaves	1
1	NA	[6], 6, [4] p.	1
1	NA	[88]+ p.	1
1	NA	[12]+ p.	1
1	NA	16 leaves	1
1	NA	[10], 127, [1] p.	1
1	NA	212, [12] p.	1
1	NA	[8], c.lii, [16] leaves	1
1	NA	[8], C.l., leaf C.xxxv, [9] leaves	1
1	NA	[8], C.liii [i.e. C.lvi], [12] leaves	1
1	NA	[92] p.	1
1	NA	XV leaves	1
1	NA	[12], 122, 121-168, [2] p.	1
1	NA	[20], 972, [4], 973-1196, [2] p.	1
1	NA	21 [i.e. 22], [2] p.	1
1	NA	[16], 430, [2] p.	1
1	NA	[8], 133, [11] p.	1
1	NA	[4], 167, 176-243, [1] p.	1
1	NA	[10], 54 p.	1
1	NA	CXXXV, [1] p.	1
1	NA	[4], 23, [5] p.	1
1	NA	31, [17] p.	1
1	NA	[8], 162, [2] p.	1
1	NA	[8], 384, [72] p.	1
1	NA	[8], 146, [14] p.	1
1	NA	[4], 82 leaves	1
1	NA	[4], 49, 30-31, [1] p.	1
1	NA	[2], 419-464 p.	1
1	NA	[2], 21,[1] p.	1
1	NA	[8], 56, 37-1132, 1129-1588, [16] p.	1
1	NA	[18], 144 p.	1
1	NA	[2], 12, 15-23, [1] p.	1
1	NA	[260] p.	1
1	NA	[8], 72, [4], 73-107, 107-155, 157-216 leaves	1
1	NA	[8], 72, [4], 73-155, 157-216 leaves	1
1	NA	[16], 128, 131-136, [2] p.	1
1	NA	[342] p.	1
1	NA	[4], 51, [1] leaves	1
1	NA	127, [1] p.	1
1	NA	[8], 64, 67-227, [37], 174, [8] p., [1] folded leaf of plates	1
1	NA	[1⁺] leaves	1
1	NA	[4], 39, 38-146, 141-199, [5] p.	1
1	NA	3 leaves	1
1	NA	[12], 382, 385-418, 417-458, [10] p.	1
1	NA	[12], 20, [4], 21-980, [4] p.	1
1	NA	[8], 579, [5] p.	1
2	NA	2v. ([20], 336, [2]; [14], 269, 271-371, 370-490, [1] p.)	1
1	NA	[24], 1264, 1263-1293, 1290-1310, 1401-1432, 1413-1416, 1414-1439, 1311-1318 p.	1
1	NA	[24], 1305, [3] p.	1
1	NA	[10], 413, [11] leaves	1
1	NA	[32], 460, [36] p.	1
1	NA	[16], 464, 467-486, 489-568, [44] p.	1
1	NA	[12], 159, 162-242, 241-247, [13] leaves	1
1	NA	[16], 510, [26] p.	1
1	NA	[16], 616, [40] p.	1
1	NA	[4], 5-21, [1] p.	1
1	NA	[2], 5, [3], 5, [1] p.	1
1	NA	[4], 28, [18], 129, 110-111, [1] p.	1
1	NA	[11], 4-36 p.	1
1	NA	[12], c, [4] leaves	1
1	NA	Cvi, Cvi-Clxxix, Clxxix-CC.xxiii, [1] leaves	1
1	NA	[12], 246, [2] p.	1
1	NA	[10], 107, [1] leaves	1
1	NA	[8], 271, [1] p.	1
1	NA	[6], 12, 227, [3] p.	1
1	NA	[20], 430, 432-576, 578-815, [1], 816-957, [4], 961-968, 967-988, [30] p.	1
1	NA	[6], 17, [1], 267, [1], 80, [4] p.	1
1	NA	[32], 879, 890-1155, 1158-1223, [1] p.	1
1	NA	[10], 45 [i.e. 95], [1] p.	1
1	NA	[20], 537, 540-819, 819-891, 891-897, p. 890, 900-901, 991-1014, 1003-1050, [2], 1057-1062, [4], 1063-1087, [31] p.	1
1	NA	[24], 303, [17] p.	1
1	NA	[8], 35, [1], 1410 [i.e. 150], [30] p., folded plate	1
1	NA	[16], 271, [9]; [16], 267, [5], 296, 299-306, [1], 307-494 [i.e. 309] p., 38 leaves	1
1	NA	[24], 239, 238-1054, 1045-1154, 1154-1161, p. 1163, 1162-1306, 1337-1340, 1401-1419, [29] p.	1
1	NA	[24], 567, [1] p., [2] folded plates	1
1	NA	[24], 209, [5], 1052, [26] p.	1
1	NA	[6], XXII, [12], 491, [5] p.	1
1	NA	[40], 847, [1] p.	1
1	NA	[28], 304, [16] p.	1
1	NA	[20], 56, 51-74, 85-92 p.	1
1	NA	[12], 187 p.	1
1	NA	75 [i.e. 91], [1] p.	1
1	NA	72; 102 p.	1
1	NA	[4], 430, [2] p.	1
1	NA	[8], 225, [15] p.	1
1	NA	[404] p.	1
1	NA	[20], 435, [1] p.	1
1	NA	[2], 76, [2] p.	1
1	NA	66, [14] p.	1
1	NA	26 [i.e. 30] leaves	1
1	NA	[28], 60, [6], 8, 7-110, [2] p.	1
1	NA	[194] p.	1
1	NA	[6], 112, [2] leaves	1
1	NA	[40], 160, 169-383, [6], 386-435, [4], 438-660, [29], 674-715, [1] p.	1
1	NA	[8], 18 p., plate	1
1	NA	[48], 112, 103-166, 161-294, [9], 300-312, [4] p.	1
1	NA	45 [i.e. 47] leaves	1
1	NA	[36], 136, [4] p.	1
1	NA	56 leaves	1
1	NA	[2], 9, [3] leaves	1
1	NA	[4], 18, 67, 37 [i.e. 36], [1], 14, 13, [1], 50, 23, [1], 11, [1], 74; 26, [2]; 11, [1], 68, 29, [1], 64 p.	1
1	NA	[4], 12, [16] p.	1
1	NA	16, [4] p.	1
1	NA	[6], 580 leaves	1
1	NA	56, 56-61, [2] p.	1
1	NA	[12], 274, [2] p.	1
1	NA	[254] p.	1
1	NA	[224] p.	1
1	NA	[12], 931, 912-1349, [33] p.	1
1	NA	[28], 192, [32] p.	1
1	NA	[50], 1009, [125], 310, [14] p.	1
1	NA	[7], 17, [4], 25-96, [6] leaves	1
1	NA	35, 34-99, [1] p.	1
1	NA	504 [i.e. 522], [16] p.	1
1	NA	[2], 5, [1], 5-19, [1] p.	1
1	NA	[36], 160, [32] p.	1
1	NA	[39], 486, [15] leaves	1
1	NA	[20], 661, [3] p.	1
1	NA	19 [i.e. 21], [1] p.	1
1	NA	[14], 284, [6] p.	1
1	NA	[10], 123, [1] p.	1
1	NA	[4], 127, [5] p.	1
1	NA	[32], 446 [i.e. 440], [32] p.	1
1	NA	[12], 281 [i.e. 282], [12] leaves	1
1	NA	[8], 130, [1] leaves	1
1	NA	[10], 74 p.	1
1	NA	[12], 60 p.	1
1	NA	[280] p.	1
1	NA	[10], 78, 90-92, [1], 79-82, [2]; 56, 67-85, [1] p.	1
1	NA	[16], 28, 37-160 p.	1
1	NA	[14], 144, [10] p.	1
1	NA	[10]+ p.	1
1	NA	[8], 389, [19] p.	1
1	NA	[8], 165, 170-392, [4] p.	1
1	NA	[2], 339, [1], 227, [1] p.	1
1	NA	[14], 83, [1] p.	1
1	NA	[2], 30, 29-36, 35-66 p.	1
1	NA	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1] p.	1
1	NA	[16], 232 [i.e. 236], 212, 113-131, [13] p.	1
1	NA	[4], 432, [76] p.	1
3	NA	3 v. (v.1: [72], 658, [32] p.; v.2: [144], 530, [14]; 237, [1] p.; v.3: [116], 465, [21]; 370, [2] p.)	1
1	NA	[2], 66, 23, [1] p.	1
1	NA	[308] p.	1
1	NA	[100] p., [12] plates	1
1	NA	[12], 804, 809-1351, 1354-1403, [43] p.	1
1	NA	[16], 570, [56] p.	1
1	NA	[8], 199, [1], 138 p., [6] leaves of plates	1
1	NA	[12], 222, [2] p.	1
1	NA	[16], 36, [2], 21, [1], 34, [4] p.	1
1	NA	[12], 20 [i.e. 209], [7] p.	1
1	NA	[13], 11 leaves	1
1	NA	[13], [1] p.	1
1	NA	[8], cccxxiii, [5] leaves	1
1	NA	[8], 152, 145-224, [8] p., [2] folded plates	1
1	NA	[4], 130 leaves	1
1	NA	23, [1] leaves	1
1	NA	[12], 189, [3] p.	1
1	NA	lxvi [i.e. lxii] leaves	1
1	NA	xl, [4] leaves	1
1	NA	xxxii [i.e. xxxiii] leaves	1
1	NA	xxxiii, [1] leaves	1
1	NA	xxxij leaves	1
1	NA	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. 250], lix, [1], lxi, [1], CC.lxiij, [1] leaves	1
1	NA	106 p.	1
1	NA	[12], 1500, [20], 31, [33] p.	1
1	NA	[12], 1511, [49] p.	1
1	NA	[12], 1396, [40] p.	1
1	NA	[10], 1303, [41] p., [1] leaf of plates	1
1	NA	[12], 1152, [40] p.	1
1	NA	[3], 22 leaves	1
1	NA	[6], 122 leaves	1
1	NA	[1], 116 leaves	1
1	NA	[10], 554, [5], 556-812, [28] p.	1
1	NA	[12], 554, [4], 522 [i.e. 555]-811, [29] p.	1
1	NA	[12], 554, [4], 555-812, [28] p.	1
1	NA	[2], 145, [1] p.	1
1	NA	[4], 77 [i.e., 84] p.	1
1	NA	[12], 181, [14] leaves	1
1	NA	[8], 16, [1] leaves	1
1	NA	[676] p.; 30, [2] leaves	1
1	NA	262, [2] leaves	1
1	NA	2 sheets (versos blank) ;c1⁰.	1
1	NA	[38], 160, 169-383, [6], 386-387, 390-435, [4], 438-660, [29], 674-715, [1] p.	1
1	NA	[4], 49, [3] p.	1
1	NA	[4], 77 leaves	1
1	NA	[16], 96, 105-248 p., [6] plates (4 folded)	1
1	NA	[12], 559, [9] p.	1
1	NA	[8], 88, [4] leaves	1
1	NA	[8], 83, [5] p., [1] folded leaf of plates	1
1	NA	[8], 98, [6] p., [1] folded leaf of plates	1
1	NA	[10], 59 [i.e. 67], [1] p.	1
1	NA	[8], 59 [i.e. 67], [1] p.	1
1	NA	[16], 760, [8] p.	1
1	NA	[3], 12, [1], 13-16 leaves	1
1	NA	clx leaves	1
1	NA	[8], 54, [2], folded leaf	1
1	NA	[8], 101, [3] p., 105-113 leaves	1
1	NA	[4], 11, [1], 16, 30, [2]; 4; 39, [1] p.	1
1	NA	[6], 139, [1], 67, [5] leaves	1
1	NA	[32], 448, [32] p.	1
1	NA	39, [1] leaves	1
1	NA	2 pts ([6], C.lxiii, [1]; [22] leaves)	1
1	NA	[6] leaves	1
1	NA	[8], 200 [i.e. 222], [1] p.	1
1	NA	[4], 26, [18] p., [1] folded leaf of plates	1
1	NA	[16], 271, [9] p.	1
1	NA	[6], 31, [7] p.	1
1	NA	[4], 39, [4], 41-80 p.	1
1	NA	[2], 29 [i.e. 30] p.	1
1	NA	[10] leaves	1
1	NA	xxxvii leaves [8] p.	1
1	NA	[19], 472, [1], 53, [16] p.	1
1	NA	[12], 72 p.	1
1	NA	[328] p.	1
1	NA	188, [4] p.	1
1	NA	[10], C.lxviii. [i.e. C.lxvi.], [10], CC.xxxiii. [i.e. CC.xxii.] leaves	1
1	NA	[8], 144, 149-159, [5] p.; 103, [17] leaves	1
1	NA	[4], 37, [1] l.	1
1	NA	[10], 102, 113-120, 111-206 p.	1
1	NA	[2], xliiii, [1] p.	1
1	NA	[4], 159, [7] leaves	1
1	NA	[5], 64, [3] leaves	1
1	NA	[8], 231, [1] p.	1
1	NA	35, [179] leaves	1
1	NA	[1], 108 leaves	1
1	NA	[164] p.	1
1	NA	[10], 144 leaves	1
1	NA	[14], 88 p.	1
1	NA	[4], 3, [1], 4-32, [3] p.	1
1	NA	[16], 71, 74-708, [30] p.	1
1	NA	[14], 229, [3] p.	1
1	NA	[6], 362 p.	1
1	NA	[12], 405, [7] p.	1
1	NA	[12], 405, [3] p.	1
1	NA	[8], 46, 49-689, [5] p.	1
1	NA	[12], 291, [1] p., folded plate	1
1	NA	294, [42] p.	1
1	NA	[322] p.	1
1	NA	[6], 164 leaves	1
1	NA	[2], 108 leaves	1
1	NA	[4], 143, [9] p.	1
1	NA	[8], 352, [16] p.	1
1	NA	258, [146] p.	1
1	NA	[4], lxiiii p.	1
1	NA	[6], C.lxiii, [22] leaves	1
1	NA	[184] p.	1
1	NA	[16], 201, [6], 206-230 p.	1
1	NA	[12], 324, [8] p.	1
1	NA	[14], 344, [8] p.	1
1	NA	[4], 54 p.	1
1	NA	[2], 5 [i.e. 6], [8] p.	1
1	NA	[10], 203, [3] p.	1
1	NA	[10], 335, 332-371, [1] p.	1
1	NA	159, 170-216, [2] p.	1
1	NA	[8], 549, [3] p.	1
1	NA	[24] leaves	1
1	NA	[16], 284, 283-446, 445-458, [2] p.	1
1	NA	[10], 588, [6] p., folded plate	1
1	NA	[7], 99, 90-139 leaves	1
1	NA	p. 17-560	1
1	NA	[12], 302, [2] p.	1
1	NA	[16], 102, [6] p.	1
1	NA	[16], 222, [2] p.	1
1	NA	[12], 215, [1] p.	1
1	NA	237, [3] p.	1
1	NA	[4], 76, 75-82, 85-172, 172-251, 352-357, [2] leaves	1
1	NA	[2], 21 [i.e. 25], [1] p.	1
1	NA	[8], lxxii, lxxi-lxxviii, lxxxi-Clviii, Clx-Clxi, Clxi-Clxvii, Clxvii-CClix leaves	1
1	NA	[16], 56 p.	1
1	NA	[4], 74, [2], 75-82, 85-172, 172-251, 352-357, [2] leaves	1
1	NA	[160+] p.	1
1	NA	[8], 29, [3] leaves	1
1	NA	[24], 379, [1] p.	1
1	NA	[2], 72, [4], 13, [1] p.	1
1	NA	[8], 156, [12] leaves	1
1	NA	28, 16 p.	1
1	NA	[10], 292, [2] p.	1
1	NA	[10], 291, [1] p., plate	1
1	NA	[16], 261, [1] p.	1
1	NA	[12], 227, [1] p., [1] leaf of plates	1
1	NA	[16], 324, 327-642, 645-719, 718-831, [27], 30, [2] p., [2] folded leaves of plates	1
1	NA	[16], 717, [27] p.	1
1	NA	[16], 762, [22] p.	1
1	NA	[16], 648, [24] p.	1
1	NA	[24], 521, [3] p.	1
1	NA	[16], 556, [12] p.	1
1	NA	[36], 259, 268-384, [104] p., [1] leaf of plates	1
1	NA	[96], 435, [5], 232, 251-292, [2] p.	1
1	NA	[8], 242, 245-260, [2] p.	1
1	NA	[10], 222 p.	1
1	NA	[10], 32, 32-68, 99-100, 1-42, [3] leaves	1
1	NA	[8], 222, [2] p.	1
1	NA	[16], 366, [2] p.	1
1	NA	[16], 364 p.	1
1	NA	[16], 396, [2] p.	1
1	NA	[36], 236, 239-586, [20] p., [2] leaves of plates	1
1	NA	[16], 208, 207-287 [i.e. 299], 302-822, [2], 233, [55] p., [57] plates, mostly folded	1
1	NA	[22], 138, 120, 104, [6], 105-148, 224, [20] p.	1
1	NA	[32], 611, [45] p.	1
1	NA	[4], 85, [1], 74-249, [1] leaves	1
1	NA	[4], 286, [10] p.	1
1	NA	[12], 499, [23] p.	1
1	NA	[22], 577, [1] p.	1
1	NA	[2], 218, [26] leaves	1
1	NA	[4], 123, [5] leaves	1
1	NA	[12], 272, [10] leaves	1
1	NA	[2], 5, [1], 4, [2] p.	1
1	NA	[36], ccl leaves	1
1	NA	[6], 157, [3] p., 15, [1] folded plates	1
1	NA	[20], 39, [1] p.	1
1	NA	[16], 38, [2] p.	1
1	NA	[4], 142, [2] leaves	1
1	NA	[4], 248, [10] p.	1
2	NA	2v. ([20], 336, [2] p.; [14], 269, 271-371, 370-490, [1] p.)	1
1	NA	[4], Cxxviii, [16] leaves	1
1	NA	[26], 80, [6] p.	1
1	NA	[4], 75, leaf 75, 75-82, 85-172, 172-251, 352-357, [1] leaves	1
1	NA	xix leaves	1
1	NA	[10], 811 [ie. 815], [27] p.	1
1	NA	[364] p.	1
1	NA	[580] p.	1
1	NA	[8], 6, [4], 14, [1] p.	1
1	NA	[8], 584 p.	1
1	NA	[6], 74 leaves	1
1	NA	[10], 247, [1] p.	1
1	NA	[4], 119, [1] leaves	1
1	NA	245, [1] p.	1
1	NA	[2], 13, [5] p.	1
1	NA	8 leaves	1
1	NA	[16], 279, [33] p.	1
1	NA	[8], 69, [3] p.	1
1	NA	[16], 180 leaves	1
1	NA	pp. 337-340	1
1	NA	[12], 154, [2] p.	1
1	NA	[16], 90 p.	1
1	NA	[24], 174 leaves	1
1	NA	[8], 29, [3]; 38; 47, [1] p., plate	1
1	NA	[8], 29, [3]; [2], 38; 47, [1] p., plate	1
1	NA	[8], C.lvi, [11] leaves	1
1	NA	[4], 128 p.	1
1	NA	370, [2] p.	1
1	NA	[3], 6-39, [1] p.	1
1	NA	[6], 36, [8] p.	1
1	NA	[28], 167, [1] p.	1
1	NA	[8], 24, 33-72, [4] p.	1
1	NA	[8], Cl [i.e. Cxlix], [3] p.	1
1	NA	45, [2] leaves	1
1	NA	[4], 30 l.	1
1	NA	[6], 66 leaves	1
1	NA	[5], lxxxv, [1] leaves	1
1	NA	[4], 47, [1] p., folded plate	1
1	NA	[16], 128, 91, 98-99, 92-140, [2] p.	1
1	NA	[6], 47, [1] p., folded plate	1
1	NA	CXLIII, [1] p.	1
1	NA	[12], 272 leaves	1
1	NA	[6], 81, [1] leaves	1
1	NA	[10], 135, 134-227, [1] p.	1
1	NA	1 folded sheet ([1] p.)	1
1	NA	[8], 46, [2]; 16, [4] p.	1
1	NA	[4], xlvii, xlvii-lxxxv, lxxxv-lxxxvii, [1], lxxxviii-lxxxix, c-cvi, [17] leaves	1
1	NA	[12], 216, 219-434 p., [1] leaf of plates	1
1	NA	[24], 262, [2], 96, 99-110 p.	1
1	NA	[20], 266, [8], 30, 33-51, [1] p.	1
1	NA	[4], 12, [2], 19 [i.e. 21], [1] p.	1
1	NA	[8], 32, 41-139, [1], 140-314, [1] p.	1
1	NA	[24], 431, [3], 433-494, [8] p., [2] leaves of plates	1
1	NA	[6], 179, [1] p.	1
1	NA	[50+] p.	1
1	NA	[8], CCxxxviii, Cxlvi leaves	1
1	NA	[8], CCxxxviii, [1], Clx leaves	1
1	NA	[4], 346 [i.e. 316], [14] [i.e. 12] p.	1
1	NA	[6], 12, [2], 4, [3], 9, [1], 3, 6, [2] p.	1
1	NA	[2], 13, [3], 12 p.	1
1	NA	[12], 111, [1] p.	1
1	NA	[2], [28], [1] leaves	1
1	NA	[2], 66, 12 p.	1
1	NA	[8], 484, [10] p.	1
1	NA	8, 7-17, [1] p.	1
1	NA	[40+] p.	1
1	NA	8, 6 p.	1
1	NA	[2], 20 [22] p.	1
1	NA	[32], 216, [40] leaves	1
1	NA	[12], 171 [i.e. 172], [10] leaves	1
1	NA	234, [6] p.	1
1	NA	[368] p.	1
1	NA	[4], 46 leaves	1
1	NA	[8], 246, [2] p.	1
1	NA	[16], 664; 180; 16 p.	1
1	NA	[134], 327 [i.e. 325], [1] p.	1
