volumes	parts	pages.original	count
1	NA	115, [1] p.	3
1	NA	[8], 42, [2] p.	3
23	NA	23 v.	3
1	NA	[4], 140 p.	3
1	NA	95, [1] p.	3
1	NA	1 sheet ([4] p.)	3
1	NA	[8], 15, [1] p.	3
1	NA	[6], 73, [1] p.	3
1	NA	172p.	3
1	NA	[4],22,[2]p.	3
1	NA	57,[3]p.	3
1	NA	[4],38p.	3
1	NA	10,[2]p.	3
1	NA	p. [25]-32	3
1	NA	[32]p.	3
1	NA	163,[1]p.	3
1	NA	[2], 104 p.	3
1	NA	[2],128p.	3
1	NA	45, [3] p.	3
1	NA	94,[2]p.	3
1	NA	[4],404p.	3
1	NA	[4], 55, [1] p.	3
1	NA	45,[3]p.	3
1	NA	p. 17-24	3
1	NA	232p.	3
1	NA	iv,35,[1]p.	3
1	NA	[4],130,[2]p.	3
1	NA	36,[4]p.	3
1	NA	8,[2]p.	3
1	NA	5,[3]p.	3
1	NA	[2],105,[1]p.	3
1	NA	[2],60,[2]p.	3
1	NA	200 p.	3
1	NA	154,[2]p.	3
1	NA	75, [1] p.	3
1	NA	[2],206p.	3
1	NA	iv,56p.	3
1	NA	[2], 88 p.	3
1	NA	vi,[1],8-264,269-700,703-723,[3]p., [60]leaves of plates (1folded)	3
1	NA	[4],128p.	3
1	NA	[4],28p	3
1	NA	lxxii,127,[1]p.	3
1	NA	22p.,plate	3
1	NA	[2],4p.	3
1	NA	2,[2]p.	3
1	NA	[4],158,[2]p.	3
1	NA	xi,[1],80p.	3
1	NA	122,[2]p.,plates	3
1	NA	[2],80,[2]p.	3
1	NA	[8],91,[1]p.	3
1	NA	xi,[1],608,44p.,plates	3
1	NA	57,[1]p.	3
1	NA	iv,67,[1]p.	3
1	NA	[4],160p.	3
1	NA	[4],30p.	3
1	NA	[6],89,[1]p.	3
1	NA	[16],329,[103]p.	3
1	NA	[8],37,[3]p.	3
1	NA	[8],23,[1]p.	3
1	NA	[4],103,[1]p.	3
1	NA	xii,309,[3]p.	3
1	NA	[4],viii,311,[1]p.	3
1	NA	[4],62,[2]p.	3
1	NA	[4],xxxi,[1],236,4p.,plate	3
1	NA	117,[1]p.	3
1	NA	[2],6p.	3
10	NA	10v.	3
1	NA	[2],12p.	3
1	NA	Pp.[2]	3
1	NA	xx,433,[3]p.	3
1	NA	208p.	3
1	NA	v,[3],82p.,plates	3
1	NA	[2],479,[1]p.	3
1	NA	[32],432,[8]p.,plates	3
1	NA	[4],53,[11]p.,tables	3
1	NA	xxiv,356p.,plates	3
1	NA	[4],140p.	3
1	NA	[4],xxiv,464p.,plates	3
1	NA	viii,86,[2]p.,plate	3
1	NA	[4],183,[1]p.	3
1	NA	[4],89,[1]p.	3
1	NA	275,[1]p.	3
1	NA	[2],108,[2]p.	3
1	NA	135,[1]p.	3
1	NA	[12],370,[2]p.	3
1	NA	[6],xxvi,575,[17]p.	3
1	NA	[4], 77, [1] p.	3
1	NA	102p.	3
1	NA	[2],122p.	3
1	NA	xix,[1],207,[1]p.	3
1	NA	iv,104p.	3
1	NA	62,[2]p.	3
1	NA	476p.,plates	3
1	NA	viii,104p.	3
1	NA	x,109,[1]p.	3
1	NA	iv,83,[1]p.	3
1	NA	[2],10p.,plates	3
1	NA	167,[1]p.	3
1	NA	[12],317,[1]p.,plate	3
1	NA	viii,100p.	3
1	NA	[4],304p.	3
1	NA	[2],70,[2]p.	3
1	NA	[4],30,[2]p.	3
1	NA	[8],24p.	3
1	NA	[4],xxiv,32p.	3
1	NA	[8],261,[11]p.	3
1	NA	[4],356p.	3
1	NA	[2],47,[1]p.	3
1	NA	240p.	3
1	NA	viii,[1],6-109,[1]p.	3
1	NA	[4],215,[1]p.	3
1	NA	[8],143,[1]p.	3
1	NA	[4],104p.	3
1	NA	156p.	3
1	NA	[4],116p.	3
1	NA	[2],106,[2]p.	3
1	NA	xii,342,[18]p.,plates	3
1	NA	[4],34,[2]p.	3
1	NA	179,[1]p.	3
1	NA	[4],111,[1]p.	3
1	NA	71,[1]p.,plate	3
1	NA	[8],272,[8]p.	3
1	NA	292p.	3
1	NA	[2],104p.	3
1	NA	[10],65[i.e.57],[1]p.	3
1	NA	239,[1]p.	3
1	NA	92p.,plate	3
1	NA	[4],139,[1]p.	3
1	NA	[8],12p.	3
1	NA	xvi,171,[1]p.	3
1	NA	iv,103,[1]p.	3
1	NA	[4],68p.,plate	3
1	NA	xx,147,[17]p.	3
NA	NA	v.1(xxvi,[4],viii,[10],312p.)	3
1	NA	[2],5-53,[1]p.	3
2	NA	2v.,tables	3
1	NA	vii,[1],56p.	3
1	NA	viii,116p.	3
1	NA	[4],120p.	3
1	NA	xiv,767,[7]p.,plates	3
1	NA	[2],133,[1]p.	3
1	NA	viii,160p.	3
1	NA	74,[2]p.	3
1	NA	81,[3]p.	3
1	NA	viii,102p.	3
1	NA	[24],312p.	3
1	NA	[16],199,[1]p.	3
1	NA	[24],188,[36]p.	3
1	NA	[2],43,[1]p.	3
1	NA	[8],63,[1]p.	3
1	NA	[4],90p.	3
1	NA	108p.,plates	3
1	NA	xxvi,[2],330p.	3
1	NA	[2],31,[1]p.	3
1	NA	[26],84p.	3
1	NA	[2],5-14p.	3
1	NA	[2],5-29,[1]p.	3
1	NA	146p.	3
1	NA	[8],352p.	3
1	NA	[6], 29, [1] p.	3
1	NA	[4],78p.	3
1	NA	[4],77,[1]p.	3
1	NA	[6],81,[1]p.	3
1	NA	[12],107,[1]p.	3
1	NA	53,[1]p.	3
1	NA	[4],62p.	3
1	NA	iv,30,[2]p.	3
1	NA	[4],348,[3],370-770p.	3
1	NA	106p.	3
1	NA	[2],398p.	3
1	NA	viiip.	3
1	NA	[4], 212 p.	3
1	NA	212p.	3
1	NA	[2],96p.	3
1	NA	viii,[108]p.	3
1	NA	viii,[108],60p.	3
1	NA	xi,[1],311,[1]p.	3
1	NA	xi,[1],155,[1]p.	3
1	NA	xvi,312p.	3
1	NA	iv,230p.	3
1	NA	viii,311,[1]p.	3
1	NA	vi,[110],60p.	3
1	NA	[2],vi,39,[1]p.	3
1	NA	xi,[1],98,93,[1]p.	3
1	NA	[4], 50, [2] p.	3
1	NA	7, [1]p.	3
1	NA	94, [2] p.	3
1	NA	viii,36p.	3
1	NA	134p.	3
1	NA	[256] p.	3
1	NA	[2], 21, [3] p.	3
1	NA	[152] p.	3
1	NA	[50] p.	3
1	NA	[6], 65, [1] p.	3
2	NA	2 v. (v.1: [8], 124 [i.e. 126], [1] leaves; 289, [1]; [8], 22, [2]; 518, [26] p.; [2], 28 leaves; 115, [9] p.; v.2: [4], 291-659, 700-981, 990-1593, [1], 1593-1876; [104] p., folded plate)	3
1	NA	[10], 440, 218, [2], 219-466, [22] p.	3
1	NA	[4], 17, [3] p.	3
1	NA	[1], 7, 7-14 p.	3
1	NA	[2], 53, [1], 7, [1] p.	3
1	NA	[2], 13 p.	3
1	NA	[4] leaves.	3
1	NA	[3] sheets (versos blank)	3
1	NA	[8], 239, [17] p.	3
1	NA	47 p.	3
1	NA	[19] p.	3
1	NA	[8], 175, [1] p.	3
1	NA	[2], 21 p.	3
1	NA	1 sheets ([1] p.)	3
1	NA	39, 42-49, [1] p.	3
1	NA	[1]+ p.	3
1	NA	[27] p.	3
1	NA	[176] p.	3
1	NA	[16], 480, [16] p., folded plate	3
1	NA	[104] p.	3
1	NA	[4], 97, [1] p.	3
1	NA	[2], 34	3
1	NA	[10], CCC.xxii leaves	3
1	NA	[4], 67, [1] p.	3
1	NA	[240] p.	3
1	NA	[78] p.	3
1	NA	[94] p.	3
1	NA	[232] p.	3
1	NA	[4], 6, [2] p.	3
1	NA	84 p.	3
1	NA	[2], 86 p.	3
1	NA	[4], 55, [1] leaves	3
1	NA	[8], 68 p.	3
1	NA	131, [1] p.	3
1	NA	[2], 101, [1] p.	3
1	NA	[24], 338, [14] p.	3
1	NA	[20], 875, [1] p.	3
1	NA	[18], 449, [1] p.	3
1	NA	[4], 84 p.	3
1	NA	289, [13], 171 [i.e. 271], [9], 231, [11], 122, [6], 99, [1], 212 p.	3
1	NA	[2], 26, [2] p.	3
1	NA	[2], 125, [1] p.	3
1	NA	[12], 28 p.	3
1	NA	[16], 317, [3] p.	3
1	NA	[2], 54, [4] p.	3
1	NA	[12], 195, [1] p.	3
1	NA	[16], cvi, [2], 728, 727-889, [49] p.	3
1	NA	[2], 131-143, [1] p.	3
1	NA	93-94 p.	3
1	NA	89-92 p.	3
1	NA	87-88 p.	3
1	NA	[2], 79-86 p.	3
1	NA	63-64 p.	3
1	NA	[2], 59-61, [1] p.	3
1	NA	[2], 7-8 p.	3
1	NA	[2], 175-187, [1] p.	3
1	NA	15 p.	3
1	NA	[2], 99-111 p.	3
1	NA	I sheet ([1] p.)	3
1	NA	[12], 689, [19] p., [1] leaf of plates	3
1	NA	[6], 32 p.	3
1	NA	436, [12] p.	3
1	NA	[48], 750, [42] p., [2] leaves of plates	3
1	NA	[8], 184 p., [1] leaf of plates	3
1	NA	1 sheet (2) p.	3
1	NA	[16], 279, [1] p.	3
1	NA	[2], 142 p.	3
1	NA	[4], 71, [1] p.	3
1	NA	1 sheet.	3
1	NA	[8], 70, [2] p.	3
1	NA	11 p.	3
1	NA	[16], 320 p.	3
1	NA	[8], 26 p.	3
1	NA	[10], 199, [1] p.	3
1	NA	8, [2] p.	3
1	NA	[6], 10 p.	3
1	NA	[6], 174, [2], 18 p.	3
1	NA	[8], 19, [1] p.	3
1	NA	122, [4] p.	3
1	NA	8, [4] p.	3
1	NA	[2], 7 [i.e. 5], [1] p.	3
1	NA	[1], 5, [2] p.	3
1	NA	[1], 3 p.	3
1	NA	7, 6-13, [1] p.	3
1	NA	27, [3] p.	3
1	NA	[12], 144 p.	3
1	NA	[6], 104, 109-127, [1] p.	3
1	NA	8, 7-22 p.	3
1	NA	[2], 9 p.	3
1	NA	[2], 4, 18 p.	3
1	NA	8, 7-10 p.	3
1	NA	[2], 24, 8, 33-34 p.	3
1	NA	[4], 30 p.	3
1	NA	[6], 166 p., [1] leaf of plates	3
1	NA	12, 11-18, [8] p.	3
1	NA	[20], 244 p.	3
1	NA	[4], 32, 35-56, [10] p.	3
1	NA	[2], 27 p.	3
1	NA	[72], 376 p.	3
1	NA	48, 41-59, [1] p.	3
1	NA	[4], cxxxvi, 355, [1], 116, [10], xci, [1] p., [5] folded leaves of plates	3
1	NA	[2], 7 p.	3
1	NA	92 p., 93-96 leaves, 97-156, 169-216 p., [4] plates	3
1	NA	[6], 18 p.	3
1	NA	[4], 22 p.	3
1	NA	[24], 357, [3] p.	3
1	NA	[4], 176 p.	3
1	NA	[2], 6, 9-20 p.	3
1	NA	[16], 256 p.	3
1	NA	[4], 103, [1] p.	3
1	NA	[24], 588, [4] p.	3
1	NA	[10], 9, [1] p.	3
1	NA	[8], 151, [1] p.	3
1	NA	[8], 171, [13] p.	3
1	NA	[16], 46 p.	3
1	NA	[48], 103, [1] p.	3
1	NA	[6], 74 p.	3
1	NA	[16], 271, [1] p.	3
1	NA	[6], 37, [1] p.	3
1	NA	[2], 61, [1] p.	3
1	NA	[6], 90 p.	3
1	NA	111, [1] p.	3
1	NA	[16], 104 p.	3
1	NA	[174] p.	3
1	NA	[12], 96 p.	3
1	NA	[6], 31, [1] p.	3
1	NA	[8], 288 p.	3
1	NA	8, 7-18 p.	3
1	NA	[6], 21, [1] p.	3
1	NA	[8], 160 p.	3
1	NA	[2], 14, [8] p.	3
1	NA	[4], 38, [2] p.	3
1	NA	[6], 220 p.	3
1	NA	[2], 3 [i.e. 5], [1] p.	3
1	NA	[4], 83, [1] p.	3
1	NA	[2], 60 p.	3
1	NA	[8], 51, [1] p.	3
1	NA	[8], 46, [2] p.	3
1	NA	[8], 26, [2] p.	3
1	NA	[2], 22 [i.e. 30] p.	3
1	NA	[4], 216 p.	3
1	NA	[8], 86, [2] p.	3
1	NA	16, 15-22 p.	3
1	NA	11 [i.e. 12] p.	3
1	NA	[8], 60 p.	3
1	NA	[16], 103, [1] p.	3
1	NA	[8], 138, [2] p.	3
1	NA	[8], 30, [2] p.	3
1	NA	[6], 23, [1] p.	3
1	NA	1 v., plates (some fold.)	3
1	NA	v., [1]p.	3
6	NA	6 v., plates	3
1	NA	1 v., plate	3
25	NA	25 v.	3
1	NA	1 v., plates	3
53	NA	53 v.	3
46	NA	46 v.	3
19	NA	19 v.	3
1	NA	[12], 18, [2] p.	2
1	NA	[2], 12+ p.	2
1	NA	42, [2] p.	2
1	NA	viii, 48 p.	2
1	NA	30, [2] p., [2] folded leaves	2
1	NA	[6], 63, [1] p.	2
1	NA	[2], 137-144, [2] p.	2
1	NA	[2], 117-133, [1] p.	2
1	NA	[2], 67-95, [1] p.	2
1	NA	[2], 75-82 p.	2
1	NA	p. 17-18, [2]	2
1	NA	[2], 571-578 p.	2
1	NA	[2], 495-512 p.	2
1	NA	[2], 581-588 p.	2
1	NA	[2], 15-58 p.	2
1	NA	[24+] p.	2
1	NA	[2+], p.	2
1	NA	p. [2], 415-424	2
1	NA	[8], 336, [4], 122, [2] p., [7] leaves of plates	2
1	NA	8, 15-22, 15-34, [4] p.	2
1	NA	[2], 50, [2] p.	2
1	NA	[2], 935-943, [1] p.	2
1	NA	[8], 158; [6]; 169, [3] p., [1] leaf of plate	2
1	NA	1 sheet ([4] p., folded)	2
1	NA	1 folded sheet ([4] p.)	2
1	NA	1 sheet (4 p.)	2
1	NA	[8], 120, 129-232 p.	2
1	NA	[8], 215, [1] p.	2
1	NA	50 p.	2
1	NA	[8], 80, 12 p.	2
1	NA	[8], 18, [2] p.	2
1	NA	141-142 p.	2
1	NA	135-140 p.	2
1	NA	25-62 p.	2
1	NA	13-28 p.	2
1	NA	1-20 p.	2
1	NA	53-66 p.	2
1	NA	[2], 5-22 p.	2
1	NA	[2], 13-22 p.	2
1	NA	135-144 p.	2
1	NA	117-124 p.	2
1	NA	93-102 p.	2
1	NA	71-78 p.	2
1	NA	145-160 p.	2
1	NA	39-49, [1] p.	2
1	NA	288 p.	2
1	NA	71-74 p.	2
1	NA	17-20 p.	2
1	NA	5-10 p.	2
1	NA	86, [2] p.	2
1	NA	67-70 p.	2
1	NA	141, [1] p.	2
1	NA	[8], 136, [8], 79, [1] p.	2
1	NA	120-121 p.	2
1	NA	118-119 p.	2
1	NA	1-7 p.	2
1	NA	viii, 283, [1] p.	2
1	NA	125-128 p.	2
1	NA	81-93, [1] p.	2
1	NA	17-44 p.	2
1	NA	13-16 p.	2
1	NA	[2], 96 p.	2
1	NA	13-14 p.	2
1	NA	[22], 436, [16] p., [1] leaf of plates	2
1	NA	[2], 443, [1] p.	2
1	NA	[2], 51, [1] p.	2
1	NA	73-75, [1] p.	2
1	NA	69-71, [1] p.	2
1	NA	41-56 p.	2
1	NA	[2], 141-150 p.	2
1	NA	[4], 96, 87-134, 145-214, [2] p.	2
1	NA	[2], 223-228 p.	2
1	NA	211-214 p.	2
1	NA	[2], 51-54 [2] p.	2
1	NA	p. 85-92	2
1	NA	[2], 59-64 p.	2
1	NA	[31] p.	2
4	NA	4 vol.	2
1	NA	[6], 20 [i.e 18] p.	2
1	NA	311, [1] p.	2
1	NA	[2], 283-292 p.	2
1	NA	[2], 235-252 p.	2
1	NA	[10], 104 p.	2
1	NA	116 p.	2
1	NA	[2], iii, [1], iv, ii, iv, 592, xl p., plates	2
1	NA	[2], 15, 18-19, [1] p.	2
1	NA	9, [3] p.	2
1	NA	44, [2] p.	2
1	NA	17, [13] p.	2
1	NA	20, [8] p.	2
1	NA	42 p.	2
1	NA	[4], li, [1], 233, [7] p.	2
1	NA	[14], 580, [28] p.	2
112	NA	112 v.	2
1	NA	[32], 237, [3] p., [1] leaf of plates	2
5	NA	5 v. ; 42-43 cm (2⁰)	2
1	NA	228p.	2
1	NA	[2], 10, 29, [3] p.	2
1	NA	[8], 44 p.	2
1	NA	ix,[1],222p.	2
1	NA	[2],2p.	2
1	NA	[2],94p.	2
1	NA	276p.	2
1	NA	xx,[2],426[i.e., 424],[8]p.	2
1	NA	viii,31,[1]p.	2
1	NA	v,[1],7-90,10p.	2
1	NA	iv,190[i.e., 192]p.	2
1	NA	105,[1]p.	2
1	NA	85,[3]p.	2
1	NA	66,[2]p.	2
1	NA	[2],16,[2]p.	2
1	NA	[4],124p.	2
1	NA	vii,[1],9-96,10p.	2
1	NA	iv,76p.	2
1	NA	p. 33-40	2
1	NA	p. 9-16	2
1	NA	50,[2]p.	2
1	NA	[40]p., [3]leaves of plates (1folded)	2
1	NA	p. [17]-24	2
1	NA	[2],33,[3]p.	2
1	NA	iv,20p.	2
1	NA	[2],ii,40p.	2
1	NA	p. [1],58-60	2
1	NA	1/2 sheet	2
1	NA	iv,57,[1]p.	2
1	NA	86 p.	2
1	NA	79,[5]p., [1]leaf of plates	2
1	NA	69, [1] p.	2
1	NA	vi,42p.	2
1	NA	123,[1]p.	2
1	NA	98,[2]p.	2
1	NA	xvi, [1], 18-258 p.	2
1	NA	iv,47,[1]p.	2
1	NA	107, [1] p.	2
1	NA	[8],46,[2]p.	2
1	NA	[2],5-22p.	2
1	NA	iv,[1],6-24p.	2
1	NA	165,[3]p.	2
1	NA	69,[3]p.	2
1	NA	[2],198p.	2
1	NA	p. 65-72	2
1	NA	p. 57-64	2
1	NA	p. 41-48	2
1	NA	p. [1],34-40	2
1	NA	p. [1],18-24	2
1	NA	110,[2]p.	2
1	NA	42,[2]p.	2
1	NA	115,[1]p.	2
1	NA	viii,284p.	2
1	NA	[4],ii,25,[1]p.	2
1	NA	[2],157,[1]p.	2
1	NA	p. 299-300	2
1	NA	p. 271-272	2
1	NA	54,[2]p.	2
1	NA	237,[3]p.	2
1	NA	20,[4]p.	2
1	NA	126,[2]p.	2
1	NA	[2],139,[1]p.	2
1	NA	3[i.e., 4]p.	2
1	NA	p. [1],60-70	2
1	NA	p. [1],48-58	2
1	NA	p. [1],14-22	2
1	NA	p. [1],24-33,[1]	2
1	NA	p. [1],36-46	2
1	NA	p. [1],10-16	2
1	NA	7, [1], 8 p.	2
1	NA	vi,[1],8-48p.	2
1	NA	170p.	2
1	NA	[2], 77, [1] p.	2
1	NA	[4],iv,539,[1]p.	2
1	NA	[2],iv,53,[1]p.	2
1	NA	[2],262p.	2
1	NA	44,[2]p.	2
1	NA	[2],54,[4]p.	2
1	NA	203, [1] p.	2
1	NA	160 p.	2
1	NA	[4],199,[1]p.	2
1	NA	37, [1] p.	2
1	NA	viii,71,[1]p.	2
1	NA	15[1]p.	2
1	NA	[2], 173-190 p.	2
1	NA	191,[1]p.	2
2	NA	2 v. ([16], 836; [22], 360, 357-765, [1] p.)	2
1	NA	8,[28],37-88p.	2
1	NA	[32],350,[2]p.	2
1	NA	[4],351,[1]p.	2
1	NA	[8],99,[1]p.	2
1	NA	viii,149,[1]p.	2
1	NA	83,[1]p.,plate	2
1	NA	17,[1]p.,plate	2
1	NA	[4],vi,[2],136,139-165,[1]p.	2
1	NA	[4],11,[1]p.	2
1	NA	vii,[1],28p.	2
1	NA	[4],29,[3]p.	2
1	NA	[4],18,[2]p.	2
1	NA	[4],14p.	2
1	NA	26,[6]p.	2
1	NA	[2],173,[1]p.	2
1	NA	[4],121,[1]p.	2
1	NA	[12],36p.	2
1	NA	73,[1]p.	2
1	NA	[6],14p.	2
1	NA	[6],30p.	2
1	NA	64p.,plate	2
1	NA	174p.	2
1	NA	[4],49,[3]p.	2
1	NA	[6],91,[1]p.	2
1	NA	[8],102p.	2
1	NA	vi,41,[1]p.	2
1	NA	[2],132p.	2
1	NA	xxiv,336p.	2
1	NA	[2],viii,141,[1]p.	2
NA	NA	v.2 ([14],560p.),plate	2
NA	NA	v.3 ([14],381,[19]p.), plate	2
NA	NA	v.1 ([22],452,[20]p.), plate	2
1	NA	[8],68p.	2
1	NA	19,[5]p.	2
1	NA	40p	2
1	NA	xx,44,[8]p.	2
1	NA	viii,39,[1]p.	2
1	NA	[4],176p.	2
1	NA	XV,[1],143,[17]p.	2
1	NA	xvi,164p.	2
1	NA	[2],406p.	2
20	NA	20v.,plates	2
NA	NA	v.3 (558,[2]p.),plates	2
NA	NA	v.8 (551,[1]p.),plates	2
NA	NA	v.2 ([2],545,[1]p.),plates	2
1	NA	viii,204;[2],112,105-124p.,plates	2
1	NA	[24],603,[23]p.,plate	2
1	NA	viii,144p.	2
1	NA	xxiv,456p.	2
1	NA	[2],xxi,[9],191,194-205,[5]p.,plate	2
1	NA	[12],324p.	2
1	NA	[2],vi,264p.	2
1	NA	iv,279,[1]p.	2
1	NA	[4],xviii,x,646,[14]p.,plates	2
1	NA	[12],141,[3]p.	2
2	NA	v.1-2	2
1	NA	[4],355,[1]p.	2
1	NA	[8],124,[8]p.,plates	2
1	NA	[24],182,[5],184-410,[98]p.,plates	2
1	NA	[2],156p.,plates	2
1	NA	4,412p.,plate	2
1	NA	[14],980,[20]p.,plate	2
1	NA	[2],x,265,[5]p.	2
1	NA	[4],157,[3]p.	2
1	NA	5 leaves	2
1	NA	xv,[1],278p.	2
1	NA	xvi,552p.	2
1	NA	viii,[16],381,[1]p.,plate	2
1	NA	[4],41,[1]p.	2
1	NA	[44],408p.	2
1	NA	[4],53,[1]p.	2
1	NA	[4],70p.	2
1	NA	[4],25,[3]p.	2
1	NA	[4],xv[i.e.xiv],199,[1]p.	2
1	NA	[6],74p.	2
1	NA	iv,136p.,plate	2
1	NA	[2],vii,[1],97,[1]p.	2
1	NA	x,[2],276p.	2
1	NA	154p.	2
1	NA	[4],66,[2]p.,plates	2
1	NA	[6],369,[1]p.	2
1	NA	[2],531,[1]p.,plate	2
1	NA	[6],573,[49]p.,plates	2
1	NA	[2],54p.,plates	2
NA	NA	v.2(viii,502p.)	2
1	NA	245,[3]p.,plate	2
1	NA	viii,192p.	2
1	NA	16,[2],424,41,[1]p.	2
1	NA	[12],646,[18]p.	2
1	NA	xv,[1],31,[1]p.	2
1	NA	[8],310,[2]p.,plates	2
2	NA	2v.([2],lx,viii,1650,[50]p.),plates	2
1	NA	xxxii,430,[18]p.,plates	2
9	NA	9v.	2
1	NA	[12],52p.	2
1	NA	[2],ii,34p.	2
1	NA	[4], 227, [1] p.	2
1	NA	vii,[1],88p.	2
1	NA	xxiv,278,[26]p.	2
1	NA	[4],123,[1]p.	2
2	NA	2v.(viii,[4],640p.)	2
1	NA	[16],823,[15]p.,plates	2
1	NA	[12],155,[1]p.	2
1	NA	xi,[1],232p.	2
1	NA	xii,255,[21]p.	2
1	NA	[6],130p.	2
1	NA	[18],583,[1]p.,plates	2
1	NA	[2],67,[1]p.	2
1	NA	[12],346,[2]p.	2
1	NA	xvi,373,7p.,plate	2
1	NA	xxiv,374p.	2
1	NA	[2],38,[4]p.	2
1	NA	xxviii,126p.	2
2	NA	2v.,plate,tables	2
1	NA	[40],363,[13]p.,plates	2
1	NA	207,[1]p.	2
1	NA	viii,63,[1]p.	2
1	NA	[8],310p.	2
1	NA	[24],424,[20]p.,plates	2
1	NA	61,[1]p.	2
9	NA	9v.,plates	2
1	NA	xii,274,[14]p.	2
1	NA	180p.,plates	2
1	NA	[8],132,[4]p.,plates	2
1	NA	viii,[6],808,[24]p.	2
1	NA	xxi,[1],781,[23]p.	2
1	NA	[11],4-123,[1]p.	2
1	NA	iv,434p.	2
1	NA	xii,164p.	2
1	NA	xxiv,[4],391,[21]p.	2
1	NA	16,[2]p.	2
1	NA	vii,[1],430p.	2
1	NA	[6],138p.	2
1	NA	[4],xxxvi,140p.,plates	2
1	NA	[2],150p.	2
1	NA	[18],163,[13],19,[1],32,[12],13,[1]p.	2
1	NA	viii,184p.	2
1	NA	[2],28,[2]p.	2
1	NA	xxxi,[1],xxvi,[4],230p.,plates	2
1	NA	[14],127,[35]p.	2
1	NA	[12],162,[6]p.	2
1	NA	[12],938,[22]p.	2
1	NA	xxi,[1],85,[1]p.	2
1	NA	x,[6],512p.	2
1	NA	[2],xij,722,65,[15]p.,plates	2
1	NA	[16],148p.	2
1	NA	[4],9-116p.	2
1	NA	300p.	2
1	NA	xxx,374p.	2
1	NA	[2],110p.,plate	2
3	NA	3v.(264;993,[23]p.)	2
1	NA	[2],44[i.e.48],[2]p.	2
3	NA	3v.,plates,tables	2
1	NA	227,[1]p.,plates	2
1	NA	v, [1], 1023-1122, 1119-1170, 1167-1178 p.	2
1	NA	[4], 150 p.	2
1	NA	[4], 66 p.	2
1	NA	viii,56p.	2
1	NA	[6], 125, [1] p.	2
1	NA	860,[6]p.,plates	2
1	NA	[2],79,[1]p.	2
1	NA	[14],342[i.e.338]p.	2
1	NA	4,viii,5-139,[1]p.	2
1	NA	vii,[1],135,[1]p.,plate,tables	2
1	NA	77,[3]p.	2
1	NA	20p.,plate	2
2	NA	2v.([8],lii,[4],612,75,[11];[2],11,[1]p.),plates	2
1	NA	238p.	2
1	NA	308p.	2
1	NA	[2],xii,158,[2]p.	2
1	NA	[8],263,[9]p.,plates	2
2	NA	2v.([8],lii,[4],612,75,[11],[1]p.),plates	2
1	NA	312,[8]p.	2
1	NA	x,2,2*,3-436p.	2
1	NA	[2],120p.	2
1	NA	[2],108p.	2
1	NA	xl,611,[1]p.	2
1	NA	xviii,594,264p.,plate	2
1	NA	[6],iv,566p.	2
1	NA	[4],79,[1]p.	2
1	NA	[12],100p.	2
1	NA	iv,340p.,plates	2
1	NA	[2],ix,[1],44p.	2
1	NA	vi,[2],51,[1]p.	2
1	NA	[8],184p.	2
1	NA	24p.,plate	2
1	NA	xxiv,264p.	2
1	NA	[4],146p.	2
1	NA	[4],179,[1]p.	2
1	NA	viii,41[i.e.49],[7]p.,plate	2
1	NA	viii,87,[1]p.	2
1	NA	[2],5-30p.	2
1	NA	[4],159,[5];[2],111,[3];104,[4]p.	2
1	NA	[4],54,[2]p.	2
1	NA	[4],38,[2]p.	2
1	NA	[8],509,[1]p.,plates,tables	2
1	NA	x,[2],346,[2]p.	2
1	NA	xvi,79,[1]p.	2
1	NA	xvi,336p.	2
1	NA	[42],221,[131]p.,plate	2
1	NA	vii,[1],100p.	2
1	NA	[4],308p.	2
1	NA	216p.,plates	2
1	NA	80p.,plate	2
1	NA	[4],xviii,917,[27]p.,plates	2
1	NA	vii,[1],83,[1]p.	2
1	NA	xxxvi,348,[20]p.	2
1	NA	[2],199,[1]p.	2
1	NA	[4],104,[4]p.	2
1	NA	xii,252p.	2
1	NA	164p.	2
1	NA	109,[7]p.	2
1	NA	vii,[1],93,[1]p.	2
1	NA	xi, [1], iv, 180, [4] p.	2
1	NA	264p.,plate	2
1	NA	iv,342,[14]p.	2
1	NA	iv,40p.	2
1	NA	xxxix,[1],367,[1]p.	2
1	NA	viii,112,[8]p.,plates	2
1	NA	iv,59,[1]p.	2
1	NA	[8],88,97-171,[9]p.	2
1	NA	vi,50p.	2
1	NA	[2],ix,[1],250,[2]p.	2
1	NA	[4],iv,208p.,plates	2
1	NA	vi,58p.	2
1	NA	[4],203,[1]p.	2
1	NA	[8],36p.	2
1	NA	27,[5]p.	2
1	NA	43,[1]p.,plate	2
1	NA	[24],405,[3]p.	2
1	NA	[2],54,[2]p.	2
1	NA	xii,131,[1]p.	2
1	NA	795,[1]p.,plates	2
1	NA	[16],437,[3]p.	2
1	NA	58,[2]p.	2
1	NA	978,[28]p.,plates	2
1	NA	495,[5]p.,plates	2
1	NA	xvi,[4],188p.	2
1	NA	272p.	2
1	NA	[32],120p.	2
2	NA	2v.([4],402p.)	2
1	NA	[6],61,[1]p.	2
1	NA	48,[2]p.	2
1	NA	[2],112p.	2
1	NA	[2],5-23,[1]p.	2
1	NA	[4],87,[1]p.	2
1	NA	[2],238p.	2
1	NA	266,[2]p.	2
1	NA	[32],352p.	2
1	NA	[8],301,[11]p.	2
1	NA	vii,[3],viii,iv,[2],277,[1]p.	2
