pages.total	pages.original	count
284	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1], 225-253, [1], 254-266, [1] p.	1
983	[12], 155-402, 395-799, [1] p., 800-828 leaves, 829-921, [49] p.	1
1362	[20], 1058 p., 1059-1096, 1096-1101 leaves, 1107-1258, [84] p.	1
434	[16], 22, [2], 401, [15] p.	1
36	[2], 29, [5] p.	1
72	[28], 44 p.	1
582	[2], 520, [30] leaves	1
550	[16], 516, [12] p., [3] folded plates	1
166	[8], 39, [1]; [4], 110, [2] p., folded plate	1
50	[8], 40 p., folded plate	1
168	[24], 133, [11] p.	1
54	32, [2] p., [10] folded plates	1
2	1 sheet ([1]) p.)	1
690	[28], 637, [25] p.	1
117	[32], 69, [11], 72 p., folded plate	1
8	[8], C.lxxxviij leaves	1
200	[200] p.	1
82	[82] p.	1
43	xli, [1] leaves	1
24	[3], 21 p.	1
216	[4], 199, [1] p., [6] plates (4 folded)	1
144	LXVII [i.e. LXXII] leaves	1
31	XXV [i.e. XXIX], [1] leaves	1
NA	[188+] leaves	1
416	[416+] p.	1
342	[342+] p.	1
660	2v. ([10], CLXXIII (i.e. CLXXIIII); [8], CCXXXIIII leaves)	1
634	[8], 454, 465-579, [3], 500, [44] p.	1
326	[12], 24, 35-310, 72, 75-216, 213-286, 289-292, [4] p.	1
268	[12], 253, [3] p.	1
396	[12], 356, [28] p.	1
140	[4], 135, [1] p.	1
70	[10], 70 [i.e. 60] p.	1
1626	[12], 192, [8]; [2], 1369, [43] p.	1
296	[296] p.	1
96	[30], 20, [2], 25-33, 32-63, [1] p.	1
116	[48], 20, [2], 25-34, [2], 35-63, [1] p.	1
127	[40], 69, [11], 72 p., [1] folded leaf of plates	1
328	325, [3] p.	1
70	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. CC.l], [1], lix, [1], lxi, [1], CC.lxiij, [1] leaves	1
44	[2], 22, 19-41, [1] p.	1
74	[2], 70, [2], 14 p.	1
60	[4], 54, [2] p.	1
52	[8], 41, [3] p.	1
48	[4], 27 [i.e. 41], [3] p.	1
53	[2], 49, [1], 23, [1] p.	1
840	[10], 821, [9] p.	1
966	[10], 459, 500-786, 789-943, [13] p.	1
32	XIIII [i.e. XVI] leaves	1
154	[6], 103, [1]; [44] p.	1
70	[8], 61, [1] p.	1
256	[16], 214, [26] p.	1
4	[4] p	1
983	[12], 155-402, 395-799, [1] p., 800-829 leaves, 831-923, [47] p.	1
98	[8], 83, [5] p., plate	1
148	[12], 133, [3] p.	1
104	[8], 45 [i.e. 95], [1] p.	1
416	[4], xxxij, [2]; l, [2]; Cii, C.i-C.ii, [4]; Lxi, [5]; xxiiij; [1], xxxv, [2]; lxj, [5]; C.C.lxiij, [13] leaves	1
44	[7], 37 p.	1
182	[2], 178, [2] p.	1
17	[1], 6, 5 leaves	1
192	183, [9] p.	1
226	[8], 24, 27-218 p.	1
68	[6], 61, [1] p.	1
204	[12], 172, [10] leaves	1
92	[12], 337-416 p.	1
416	[16], 399, [1] p.	1
416	[16], 398, [2] p.	1
224	[6], 208, [8] p., folded plate	1
190	[8], 100, [4], 101-167, [9] p., folded plate	1
44	[2], 7, [1]; 34 p.	1
116	[8], 104, [4] p.	1
92	[8], 81, [3] p.	1
152	[8], 140, [4] p.	1
264	[8], 238, [18] p.	1
446	[8], 435 [i.e. 437], [1] p.	1
56	[1], 53, [1] leaves	1
16	[6], 6, [4] p.	1
88	[88]+ p.	1
12	[12]+ p.	1
32	16 leaves	1
138	[10], 127, [1] p.	1
224	212, [12] p.	1
192	[8], c.lii, [16] leaves	1
226	[8], C.l., leaf C.xxxv, [9] leaves	1
32	[8], C.liii [i.e. C.lvi], [12] leaves	1
92	[92] p.	1
30	XV leaves	1
182	[12], 122, 121-168, [2] p.	1
1222	[20], 972, [4], 973-1196, [2] p.	1
24	21 [i.e. 22], [2] p.	1
448	[16], 430, [2] p.	1
152	[8], 133, [11] p.	1
248	[4], 167, 176-243, [1] p.	1
64	[10], 54 p.	1
136	CXXXV, [1] p.	1
32	[4], 23, [5] p.	1
48	31, [17] p.	1
172	[8], 162, [2] p.	1
464	[8], 384, [72] p.	1
168	[8], 146, [14] p.	1
168	[4], 82 leaves	1
54	[4], 49, 30-31, [1] p.	1
48	[2], 419-464 p.	1
24	[2], 21,[1] p.	1
1612	[8], 56, 37-1132, 1129-1588, [16] p.	1
162	[18], 144 p.	1
26	[2], 12, 15-23, [1] p.	1
260	[260] p.	1
228	[8], 72, [4], 73-107, 107-155, 157-216 leaves	1
228	[8], 72, [4], 73-155, 157-216 leaves	1
154	[16], 128, 131-136, [2] p.	1
342	[342] p.	1
57	[4], 51, [1] leaves	1
128	127, [1] p.	1
284	[8], 64, 67-227, [37], 174, [8] p., [1] folded leaf of plates	1
2	[1⁺] leaves	1
208	[4], 39, 38-146, 141-199, [5] p.	1
6	3 leaves	1
480	[12], 382, 385-418, 417-458, [10] p.	1
1000	[12], 20, [4], 21-980, [4] p.	1
592	[8], 579, [5] p.	1
863	2v. ([20], 336, [2]; [14], 269, 271-371, 370-490, [1] p.)	1
1463	[24], 1264, 1263-1293, 1290-1310, 1401-1432, 1413-1416, 1414-1439, 1311-1318 p.	1
1332	[24], 1305, [3] p.	1
445	[10], 413, [11] leaves	1
528	[32], 460, [36] p.	1
628	[16], 464, 467-486, 489-568, [44] p.	1
285	[12], 159, 162-242, 241-247, [13] leaves	1
552	[16], 510, [26] p.	1
672	[16], 616, [40] p.	1
22	[4], 5-21, [1] p.	1
11	[2], 5, [3], 5, [1] p.	1
152	[4], 28, [18], 129, 110-111, [1] p.	1
44	[11], 4-36 p.	1
120	[12], c, [4] leaves	1
181	Cvi, Cvi-Clxxix, Clxxix-CC.xxiii, [1] leaves	1
260	[12], 246, [2] p.	1
119	[10], 107, [1] leaves	1
280	[8], 271, [1] p.	1
236	[6], 12, 227, [3] p.	1
1043	[20], 430, 432-576, 578-815, [1], 816-957, [4], 961-968, 967-988, [30] p.	1
279	[6], 17, [1], 267, [1], 80, [4] p.	1
1256	[32], 879, 890-1155, 1158-1223, [1] p.	1
106	[10], 45 [i.e. 95], [1] p.	1
1144	[20], 537, 540-819, 819-891, 891-897, p. 890, 900-901, 991-1014, 1003-1050, [2], 1057-1062, [4], 1063-1087, [31] p.	1
344	[24], 303, [17] p.	1
191	[8], 35, [1], 1410 [i.e. 150], [30] p., folded plate	1
703	[16], 271, [9]; [16], 267, [5], 296, 299-306, [1], 307-494 [i.e. 309] p., 38 leaves	1
1472	[24], 239, 238-1054, 1045-1154, 1154-1161, p. 1163, 1162-1306, 1337-1340, 1401-1419, [29] p.	1
596	[24], 567, [1] p., [2] folded plates	1
1107	[24], 209, [5], 1052, [26] p.	1
536	[6], XXII, [12], 491, [5] p.	1
888	[40], 847, [1] p.	1
348	[28], 304, [16] p.	1
112	[20], 56, 51-74, 85-92 p.	1
199	[12], 187 p.	1
92	75 [i.e. 91], [1] p.	1
174	72; 102 p.	1
436	[4], 430, [2] p.	1
248	[8], 225, [15] p.	1
404	[404] p.	1
456	[20], 435, [1] p.	1
80	[2], 76, [2] p.	1
80	66, [14] p.	1
60	26 [i.e. 30] leaves	1
146	[28], 60, [6], 8, 7-110, [2] p.	1
194	[194] p.	1
122	[6], 112, [2] leaves	1
795	[40], 160, 169-383, [6], 386-435, [4], 438-660, [29], 674-715, [1] p.	1
28	[8], 18 p., plate	1
373	[48], 112, 103-166, 161-294, [9], 300-312, [4] p.	1
94	45 [i.e. 47] leaves	1
176	[36], 136, [4] p.	1
112	56 leaves	1
17	[2], 9, [3] leaves	1
180	[4], 18, 67, 37 [i.e. 36], [1], 14, 13, [1], 50, 23, [1], 11, [1], 74; 26, [2]; 11, [1], 68, 29, [1], 64 p.	1
32	[4], 12, [16] p.	1
20	16, [4] p.	1
1166	[6], 580 leaves	1
63	56, 56-61, [2] p.	1
288	[12], 274, [2] p.	1
254	[254] p.	1
224	[224] p.	1
1394	[12], 931, 912-1349, [33] p.	1
252	[28], 192, [32] p.	1
1198	[50], 1009, [125], 310, [14] p.	1
119	[7], 17, [4], 25-96, [6] leaves	1
100	35, 34-99, [1] p.	1
538	504 [i.e. 522], [16] p.	1
23	[2], 5, [1], 5-19, [1] p.	1
228	[36], 160, [32] p.	1
555	[39], 486, [15] leaves	1
684	[20], 661, [3] p.	1
22	19 [i.e. 21], [1] p.	1
304	[14], 284, [6] p.	1
134	[10], 123, [1] p.	1
136	[4], 127, [5] p.	1
504	[32], 446 [i.e. 440], [32] p.	1
318	[12], 281 [i.e. 282], [12] leaves	1
140	[8], 130, [1] leaves	1
84	[10], 74 p.	1
72	[12], 60 p.	1
280	[280] p.	1
191	[10], 78, 90-92, [1], 79-82, [2]; 56, 67-85, [1] p.	1
176	[16], 28, 37-160 p.	1
168	[14], 144, [10] p.	1
10	[10]+ p.	1
416	[8], 389, [19] p.	1
404	[8], 165, 170-392, [4] p.	1
343	[2], 339, [1], 227, [1] p.	1
98	[14], 83, [1] p.	1
68	[2], 30, 29-36, 35-66 p.	1
240	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1] p.	1
265	[16], 232 [i.e. 236], 212, 113-131, [13] p.	1
512	[4], 432, [76] p.	1
2662	3 v. (v.1: [72], 658, [32] p.; v.2: [144], 530, [14]; 237, [1] p.; v.3: [116], 465, [21]; 370, [2] p.)	1
69	[2], 66, 23, [1] p.	1
308	[308] p.	1
124	[100] p., [12] plates	1
1458	[12], 804, 809-1351, 1354-1403, [43] p.	1
642	[16], 570, [56] p.	1
220	[8], 199, [1], 138 p., [6] leaves of plates	1
236	[12], 222, [2] p.	1
59	[16], 36, [2], 21, [1], 34, [4] p.	1
228	[12], 20 [i.e. 209], [7] p.	1
35	[13], 11 leaves	1
14	[13], [1] p.	1
341	[8], cccxxiii, [5] leaves	1
244	[8], 152, 145-224, [8] p., [2] folded plates	1
264	[4], 130 leaves	1
25	23, [1] leaves	1
204	[12], 189, [3] p.	1
124	lxvi [i.e. lxii] leaves	1
48	xl, [4] leaves	1
66	xxxii [i.e. xxxiii] leaves	1
35	xxxiii, [1] leaves	1
64	xxxij leaves	1
70	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. 250], lix, [1], lxi, [1], CC.lxiij, [1] leaves	1
106	106 p.	1
1565	[12], 1500, [20], 31, [33] p.	1
1572	[12], 1511, [49] p.	1
1448	[12], 1396, [40] p.	1
1358	[10], 1303, [41] p., [1] leaf of plates	1
1204	[12], 1152, [40] p.	1
47	[3], 22 leaves	1
250	[6], 122 leaves	1
233	[1], 116 leaves	1
855	[10], 554, [5], 556-812, [28] p.	1
856	[12], 554, [4], 522 [i.e. 555]-811, [29] p.	1
856	[12], 554, [4], 555-812, [28] p.	1
148	[2], 145, [1] p.	1
88	[4], 77 [i.e., 84] p.	1
221	[12], 181, [14] leaves	1
26	[8], 16, [1] leaves	1
710	[676] p.; 30, [2] leaves	1
266	262, [2] leaves	1
4	2 sheets (versos blank) ;c1⁰.	1
793	[38], 160, 169-383, [6], 386-387, 390-435, [4], 438-660, [29], 674-715, [1] p.	1
56	[4], 49, [3] p.	1
158	[4], 77 leaves	1
276	[16], 96, 105-248 p., [6] plates (4 folded)	1
580	[12], 559, [9] p.	1
104	[8], 88, [4] leaves	1
100	[8], 83, [5] p., [1] folded leaf of plates	1
116	[8], 98, [6] p., [1] folded leaf of plates	1
78	[10], 59 [i.e. 67], [1] p.	1
76	[8], 59 [i.e. 67], [1] p.	1
784	[16], 760, [8] p.	1
20	[3], 12, [1], 13-16 leaves	1
320	clx leaves	1
68	[8], 54, [2], folded leaf	1
124	[8], 101, [3] p., 105-113 leaves	1
81	[4], 11, [1], 16, 30, [2]; 4; 39, [1] p.	1
156	[6], 139, [1], 67, [5] leaves	1
512	[32], 448, [32] p.	1
41	39, [1] leaves	1
51	2 pts ([6], C.lxiii, [1]; [22] leaves)	1
12	[6] leaves	1
231	[8], 200 [i.e. 222], [1] p.	1
52	[4], 26, [18] p., [1] folded leaf of plates	1
296	[16], 271, [9] p.	1
44	[6], 31, [7] p.	1
88	[4], 39, [4], 41-80 p.	1
32	[2], 29 [i.e. 30] p.	1
20	[10] leaves	1
82	xxxvii leaves [8] p.	1
508	[19], 472, [1], 53, [16] p.	1
84	[12], 72 p.	1
328	[328] p.	1
192	188, [4] p.	1
20	[10], C.lxviii. [i.e. C.lxvi.], [10], CC.xxxiii. [i.e. CC.xxii.] leaves	1
309	[8], 144, 149-159, [5] p.; 103, [17] leaves	1
41	[4], 37, [1] l.	1
216	[10], 102, 113-120, 111-206 p.	1
47	[2], xliiii, [1] p.	1
177	[4], 159, [7] leaves	1
75	[5], 64, [3] leaves	1
240	[8], 231, [1] p.	1
393	35, [179] leaves	1
217	[1], 108 leaves	1
164	[164] p.	1
298	[10], 144 leaves	1
102	[14], 88 p.	1
40	[4], 3, [1], 4-32, [3] p.	1
754	[16], 71, 74-708, [30] p.	1
246	[14], 229, [3] p.	1
368	[6], 362 p.	1
424	[12], 405, [7] p.	1
420	[12], 405, [3] p.	1
702	[8], 46, 49-689, [5] p.	1
306	[12], 291, [1] p., folded plate	1
336	294, [42] p.	1
322	[322] p.	1
334	[6], 164 leaves	1
218	[2], 108 leaves	1
156	[4], 143, [9] p.	1
376	[8], 352, [16] p.	1
404	258, [146] p.	1
68	[4], lxiiii p.	1
50	[6], C.lxiii, [22] leaves	1
184	[184] p.	1
252	[16], 201, [6], 206-230 p.	1
344	[12], 324, [8] p.	1
366	[14], 344, [8] p.	1
58	[4], 54 p.	1
16	[2], 5 [i.e. 6], [8] p.	1
216	[10], 203, [3] p.	1
382	[10], 335, 332-371, [1] p.	1
218	159, 170-216, [2] p.	1
560	[8], 549, [3] p.	1
48	[24] leaves	1
476	[16], 284, 283-446, 445-458, [2] p.	1
606	[10], 588, [6] p., folded plate	1
146	[7], 99, 90-139 leaves	1
544	p. 17-560	1
316	[12], 302, [2] p.	1
124	[16], 102, [6] p.	1
240	[16], 222, [2] p.	1
228	[12], 215, [1] p.	1
240	237, [3] p.	1
365	[4], 76, 75-82, 85-172, 172-251, 352-357, [2] leaves	1
28	[2], 21 [i.e. 25], [1] p.	1
267	[8], lxxii, lxxi-lxxviii, lxxxi-Clviii, Clx-Clxi, Clxi-Clxvii, Clxvii-CClix leaves	1
72	[16], 56 p.	1
367	[4], 74, [2], 75-82, 85-172, 172-251, 352-357, [2] leaves	1
160	[160+] p.	1
43	[8], 29, [3] leaves	1
404	[24], 379, [1] p.	1
79	[2], 72, [4], 13, [1] p.	1
188	[8], 156, [12] leaves	1
28	28, 16 p.	1
304	[10], 292, [2] p.	1
304	[10], 291, [1] p., plate	1
278	[16], 261, [1] p.	1
244	[12], 227, [1] p., [1] leaf of plates	1
880	[16], 324, 327-642, 645-719, 718-831, [27], 30, [2] p., [2] folded leaves of plates	1
760	[16], 717, [27] p.	1
800	[16], 762, [22] p.	1
688	[16], 648, [24] p.	1
548	[24], 521, [3] p.	1
584	[16], 556, [12] p.	1
528	[36], 259, 268-384, [104] p., [1] leaf of plates	1
538	[96], 435, [5], 232, 251-292, [2] p.	1
270	[8], 242, 245-260, [2] p.	1
232	[10], 222 p.	1
116	[10], 32, 32-68, 99-100, 1-42, [3] leaves	1
232	[8], 222, [2] p.	1
384	[16], 366, [2] p.	1
380	[16], 364 p.	1
414	[16], 396, [2] p.	1
646	[36], 236, 239-586, [20] p., [2] leaves of plates	1
1009	[16], 208, 207-287 [i.e. 299], 302-822, [2], 233, [55] p., [57] plates, mostly folded	1
272	[22], 138, 120, 104, [6], 105-148, 224, [20] p.	1
688	[32], 611, [45] p.	1
256	[4], 85, [1], 74-249, [1] leaves	1
300	[4], 286, [10] p.	1
534	[12], 499, [23] p.	1
600	[22], 577, [1] p.	1
272	[2], 218, [26] leaves	1
137	[4], 123, [5] leaves	1
304	[12], 272, [10] leaves	1
10	[2], 5, [1], 4, [2] p.	1
536	[36], ccl leaves	1
168	[6], 157, [3] p., 15, [1] folded plates	1
60	[20], 39, [1] p.	1
56	[16], 38, [2] p.	1
150	[4], 142, [2] leaves	1
262	[4], 248, [10] p.	1
863	2v. ([20], 336, [2] p.; [14], 269, 271-371, 370-490, [1] p.)	1
164	[4], Cxxviii, [16] leaves	1
112	[26], 80, [6] p.	1
663	[4], 75, leaf 75, 75-82, 85-172, 172-251, 352-357, [1] leaves	1
38	xix leaves	1
852	[10], 811 [ie. 815], [27] p.	1
364	[364] p.	1
580	[580] p.	1
27	[8], 6, [4], 14, [1] p.	1
592	[8], 584 p.	1
154	[6], 74 leaves	1
258	[10], 247, [1] p.	1
125	[4], 119, [1] leaves	1
246	245, [1] p.	1
20	[2], 13, [5] p.	1
16	8 leaves	1
328	[16], 279, [33] p.	1
80	[8], 69, [3] p.	1
376	[16], 180 leaves	1
4	pp. 337-340	1
168	[12], 154, [2] p.	1
106	[16], 90 p.	1
372	[24], 174 leaves	1
128	[8], 29, [3]; 38; 47, [1] p., plate	1
130	[8], 29, [3]; [2], 38; 47, [1] p., plate	1
30	[8], C.lvi, [11] leaves	1
132	[4], 128 p.	1
372	370, [2] p.	1
38	[3], 6-39, [1] p.	1
50	[6], 36, [8] p.	1
196	[28], 167, [1] p.	1
84	[8], 24, 33-72, [4] p.	1
160	[8], Cl [i.e. Cxlix], [3] p.	1
49	45, [2] leaves	1
4	[4], 30 l.	1
138	[6], 66 leaves	1
92	[5], lxxxv, [1] leaves	1
54	[4], 47, [1] p., folded plate	1
158	[16], 128, 91, 98-99, 92-140, [2] p.	1
56	[6], 47, [1] p., folded plate	1
144	CXLIII, [1] p.	1
556	[12], 272 leaves	1
89	[6], 81, [1] leaves	1
238	[10], 135, 134-227, [1] p.	1
2	1 folded sheet ([1] p.)	1
76	[8], 46, [2]; 16, [4] p.	1
145	[4], xlvii, xlvii-lxxxv, lxxxv-lxxxvii, [1], lxxxviii-lxxxix, c-cvi, [17] leaves	1
450	[12], 216, 219-434 p., [1] leaf of plates	1
288	[24], 262, [2], 96, 99-110 p.	1
295	[20], 266, [8], 30, 33-51, [1] p.	1
28	[4], 12, [2], 19 [i.e. 21], [1] p.	1
324	[8], 32, 41-139, [1], 140-314, [1] p.	1
533	[24], 431, [3], 433-494, [8] p., [2] leaves of plates	1
186	[6], 179, [1] p.	1
50	[50+] p.	1
538	[8], CCxxxviii, Cxlvi leaves	1
567	[8], CCxxxviii, [1], Clx leaves	1
320	[4], 346 [i.e. 316], [14] [i.e. 12] p.	1
26	[6], 12, [2], 4, [3], 9, [1], 3, 6, [2] p.	1
18	[2], 13, [3], 12 p.	1
124	[12], 111, [1] p.	1
32	[2], [28], [1] leaves	1
68	[2], 66, 12 p.	1
502	[8], 484, [10] p.	1
18	8, 7-17, [1] p.	1
40	[40+] p.	1
8	8, 6 p.	1
44	[2], 20 [22] p.	1
328	[32], 216, [40] leaves	1
204	[12], 171 [i.e. 172], [10] leaves	1
240	234, [6] p.	1
368	[368] p.	1
96	[4], 46 leaves	1
256	[8], 246, [2] p.	1
876	[16], 664; 180; 16 p.	1
460	[134], 327 [i.e. 325], [1] p.	1
556	[8], 547, [1] p.	1
22	[2], 5, [1]; 13, [1] p.	1
156	[8], cxl, [4] leaves	1
22	[2], 24 [i.e. 20] p.	1
116	[ii], CCXV [i.e. CVXI], [i] p.	1
58	[8], [50] p.	1
477	[12], 45 [i.e. 49], [9], 294, p. 294a, p. 294b, 295-424, [18], 16, [4], 17-23, [9], 34-47, [1] p.	1
32	[2], 18; [2], 9, [1] p.	1
232	[16], 20 [i.e. 209], [7] p.	1
67	[6], 59, [1] leaves	1
511	[19], 472, [1], 53, [19] p.	1
78	[2], 30, [2]; 4; 39, [1] .	1
100	[8], 90, [2] p.	1
22	[6], 13, [3] p.	1
152	[4], 148 p.	1
26	8; 4, 18 p.	1
512	[16], 492, [4] p.	1
93	[1], 46 leaves	1
106	[4], 98, [2], 77, [1] leaves	1
355	137, [1], 319, [35] p.	1
48	[2], 30; 16 p.	1
356	[30], 317 [[i.e. 315], [11], 264, 12 p.	1
18	[4], 4 [i.e. 14] p.	1
130	[4], lxxxiiii, leaf lxxxvij, [6], lvij, lvij-cxx leaves	1
141	[12], 96 [i.e. 113], 107-129, 122-126 leaves	1
142	[14], 137, [i.e. 127], [1] p.	1
49	46 [i.e. 47], [1] leaves	1
14	[6], 8 p.	1
104	[52] leaves	1
92	[4], 44 leaves	1
277	[23], 127 leaves	1
734	[18], 707, [9] p.	1
32	[16] leaves	1
124	[4], 100, [20] p.	1
520	368, 353-504, [16] p.	1
214	[14], 192, [4] leaves	1
260	[18], 229 [i.e. 241], [1] p.	1
392	[40], 159, [1]; 192 p.	1
150	[8], 17 leaves, p. 18-25, leaves 26-96, [6] leaves	1
276	[12], 220, [44] p.	1
262	[4], 257 [i.e. 256], [1] leaves	1
120	[36], 84 p.	1
368	[4], 353 [i.e. 354], [5] leaves	1
168	[14], 150, [4] p.	1
312	[312] p.	1
114	[6], 96, 93-99, [9] p.	1
33	[2], 28, 7, [3] p.	1
23	[2], 20, 5, [1] p.	1
25	[4], 20, 5, [1] p.	1
469	[8], 345, 347-52, 352-441, [10] leaves	1
18	19 [i.e. 17], [1] p.	1
104	C, [2] leaves	1
404	[8], 41 [i.e. 50], 396 p.	1
179	[6], 183 [i.e. 171], [1] leaves	1
174	[6], 128, 139-168 leaves	1
178	[6], clx [i.e. 168], [2] leaves	1
156	[10], 145, [1] p.	1
156	[4], 26, [16], 133, [3] p.	1
136	133, [3] p.	1
368	32, [168] leaves	1
69	[3], 33 leaves	1
44	[8], 23 [i.e. 35], [1] p.	1
58	[14], 38, [2], 20, [2], 34, [2] p.	1
240	[16], 218, [6] p.	1
320	[320] p.	1
80	[8], 63, [9] p.	1
56	[12], 30, [2], 31-38, [2], 20, [2], 34 p.	1
884	[16], 867, [1] p.	1
884	[4], 354 [i.e. 370], [4], 371-398, [12]; [12], 296, 443-445, [9] p.	1
232	[8], 219, [5] p.	1
36	[2], 14; [2], 17, [1] p.	1
198	[16], 182 p.	1
16	[2], 12, 5-10, [2] p.	1
256	[16], 33, [6], 34-35, [6], 36-59, 72-226, [2] p.	1
18	[2] 14, [2] p.	1
22	[2], 14, [2], 17, [1] p.	1
132	xliiij [44] leaves	1
80	[40] leaves	1
114	[4], 55 leaves	1
90	[90] p.	1
29	xxvii, [1] leaves	1
410	[8], 88, 151-370, 375-398 p., plates	1
37	8, 15-22, 15-33, p. 10, [4] p.	1
242	[2], 240 p.	1
24	3-26 p.	1
10	[2], 191-198 p.	1
78	[2], 20 p., 21-22 l., 23-76 p.	1
20	[1], 18, [1] p.	1
8	[2], 8 [i.e. 5], [1] p.	1
308	[6], 120, [2], 298, [2] p.	1
22	20 p., [1] plate	1
653	[28], 613, [12] p.	1
260	256 p., [1] leaf of plates	1
390	[2], 373, [15] p.	1
258	[30], 228 p.	1
224	92 p., 93-96 l., 97-156, 169-216 p., [4] leaves of plates	1
144	142, [2] p.	1
162	158, [4] p.	1
386	256, [2], 279-378, [6] p.	1
12	[2], 371-378, [2] p.	1
6	[2], 357-359, [1] p.	1
6	[2], 351-354 p.	1
24	[2], 315-336 p.	1
12	[2], 303-312 p.	1
24	[2], 279-300 p.	1
4	[2], 255-256 p.	1
12	[2], 223-231, [1] p.	1
24	[2], 199-219, [1] p.	1
12	[2], 187-196 p.	1
36	[2], 127-158, [2] p.	1
8	[2], 119-122, [2] p.	1
16	[2], 103-115, [1] p.	1
6	[2], 97-98, [2] p.	1
6	[2], 91-94 p.	1
8	[2], 83-87, [1] p.	1
16	[2], 67-79, [1] p.	1
20	[2], 47-62, [2] p.	1
40	[2], 7-42, [2] p.	1
8	[2], 277-282 p.	1
6	[2], 271-273, [1] p.	1
10	[2], 259-266 p.	1
8	[2], 251-255, [1] p.	1
20	[2], 231-246, [2] p.	1
16	[2], 215-228 p.	1
18	[2], 187-202 p.	1
184	182, [2] p.	1
138	[2], 15-150 p.	1
5	127-131 p.	1
5	122-126 p.	1
29	[29] p.	1
14	[2], 4, 3-12 p.	1
7	6-11, [1] p.	1
5	[2], 115-117 p.	1
4	239-242 p.	1
8	229-236 p.	1
218	[2], 3-156, [2], 157-211, [3] p.	1
9	[2], 205-211 p.	1
3	200-202 p.	1
6	194-199 p.	1
8	186-193 p.	1
7	[2], 181-185 p.	1
24	[2], 157-178 p.	1
3	154-156 p.	1
6	148-153 p.	1
11	282-292 p.	1
9	273-281 p.	1
7	266-270 [i.e. 272] p.	1
10	256-265 p.	1
257	[2], 249-250, 249-255 p.	1
10	237-246 p.	1
14	[2], 225-236 p.	1
7	216-222 p.	1
4	212-215 p.	1
10	202-211 p.	1
9	193-201 p.	1
16	[2], 179-192 p.	1
5	170-173, [1] p.	1
4	166-169 p.	1
4	162-165 p.	1
11	[2], 153-161 p.	1
9	142-149, [1] p.	1
35	[2], 109-141 p.	1
13	92-104 p.	1
7	[2], 87-91 p.	1
10	75-84 p.	1
14	[2], 63-74 p.	1
2	59-60 p.	1
70	36, [4], 63, [1], 18, [2] p.	1
3	52-54 p.	1
2	50-51 p.	1
5	[2], 47-49 p.	1
13	32-44 p.	1
3	29-31 p.	1
3	34-36 p.	1
3	31-33 p.	1
5	26-30 p.	1
5	[2], 23-25 p.	1
8	[4] p., [1] leaf of plates	1
28	[2], 143-167, [1] p.	1
2	129-130 p.	1
8	[2], 123-128 p.	1
38	83-120 p.	1
4	[2], 71-72 p.	1
9	60-68 p.	1
2	58-59 p.	1
3	55-57 p.	1
12	[2], 287-296 p.	1
12	[2], 291-300 p.	1
2	287-288 p.	1
4	283-286 p.	1
6	[2], 279-282 p.	1
6	273-276, [2] p.	1
4	269-271, [1] p.	1
7	262-268 p.	1
7	[2], 257-261 p.	1
20	[2], 239-256 p.	1
20	[2], 223-238, [2] p.	1
40	[2], 183-218, [2] p.	1
12	[2], 171-178, [2] p.	1
2	167-168 p.	1
10	[2], 159-165, [1] p.	1
2	155-156 p.	1
8	147-153, [1] p.	1
6	[2], 143-145, [1] p.	1
2	139-140 p.	1
10	[2] 131-137, [1] p.	1
8	[2] 123-127, [1] p.	1
1	p. 66	1
7	[2], 61-65 p.	1
9	50-57, [1] p.	1
7	[2], 45-49 p.	1
6	[2], 9-11, [1] p.	1
56	[2], 317-370 p.	1
8	[2], 301-304, [2] p.	1
16	[2], 285-297, [1] p.	1
12	[2], 273-281, [1] p.	1
3	268-270 p.	1
23	[2], 247-267 p.	1
34	[2], 211-242 p.	1
120	[2], 91-207, [1] p.	1
6	[2], 85-87, [1] p.	1
18	[2], 67-82 p.	1
6	59-64 p.	1
6	[2], 55-58 p.	1
10	21-30 p.	1
8	305-312 p.	1
274	[4], 164 [i.e. 269], [1] p.	1
630	[12], 598, [20] p.	1
156	[40], 116 p.	1
149	[5], 107, 113-144 p.	1
470	[8], 461, [1] p.	1
2	broadsheet	1
20	[2], 10, 9-10, p.13, p.8, 11-16, [2] p.	1
150	[4], 96, 87-145, [1] p.	1
198	[4], 187, [3], 10, [4] p.	1
120	[2], [59] leaves of plates	1
208	[4], 204 p.	1
14	[2], 6, 12 p.	1
174	[10], 162, [2] p.	1
8	[4], 4+ p.	1
24	8, 7-14, 17-24 p.	1
326	[36], 269, [15], 79, [6], 30, 45-46, 39-56 p.	1
386	268, [12], 362, [12], 102 p.	1
30	[2], p. 12, 14-28 p.	1
108	[2], 105, [1] p.	1
10	[2], 2, 4, 6-8 p.	1
312	[20], 292 p.	1
178	[12], 146, 149-166 p.	1
176	[12], 164 p.	1
50	[2], 45, [3] p.	1
507	[8], 485, [13], 39, [1] p.	1
2	1 sheet ([1] p.) ;1⁰.	1
34	[2], 1, 4-32 p.	1
2	1 sheet (2. p).	1
